consentKey.keys,consentKey.rt,languageL1Key.keys,languageL1Key.rt,languageL2,languageL2OralKey.keys,languageL2OralKey.rt,languageL2WrittenKey.keys,languageL2WrittenKey.rt,languageL3,languageL3OralKey.keys,languageL3OralKey.rt,languageL3WrittenKey.keys,languageL3WrittenKey.rt,languageCatalanOralKey.keys,languageCatalanOralKey.rt,languageCatalanWrittenKey.keys,languageCatalanWrittenKey.rt,languageCatalanTimeKey.keys,languageCatalanTimeKey.rt,languageSpanishOralKey.keys,languageSpanishOralKey.rt,languageSpanishWrittenKey.keys,languageSpanishWrittenKey.rt,languageSpanishTimeKey.keys,languageSpanishTimeKey.rt,age,demoSexKey.keys,demoSexKey.rt,demoEducationKey.keys,demoEducationKey.rt,city,demoVisionKey.keys,demoVisionKey.rt,demoLanguageKey.keys,demoLanguageKey.rt,setupLocationKey.keys,setupLocationKey.rt,setupNoiseKey.keys,setupNoiseKey.rt,instructionsKeys.keys,instructionsKeys.rt,keyPressed,keyPressTime,inputText,error,trialsPracticeCatalan.thisRepN,trialsPracticeCatalan.thisTrialN,trialsPracticeCatalan.thisN,trialsPracticeCatalan.thisIndex,trialsPracticeCatalan.ran,trialsPracticeCatalan.order,trial_id,word,test_language,soundfile,participant,session,date,expName,psychopyVersion,OS,frameRate,trialOffset,trialsCatalan.thisRepN,trialsCatalan.thisTrialN,trialsCatalan.thisN,trialsCatalan.thisIndex,trialsCatalan.ran,trialsCatalan.order
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,4.049999952,ZEBRA,FALSE,,,,,,,189,zebra,Catalan,Sounds/cat_zebra.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,4.049999952,1,0,81,80,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,zebra,Catalan,Sounds/cat_zebra.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,80,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,3.434000015,B,FALSE,,,,,,,114,bol,Catalan,Sounds/cat_bol.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,9,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,3.518000126,BA,FALSE,,,,,,,114,bol,Catalan,Sounds/cat_bol.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,9,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,3.618000031,BAL,FALSE,,,,,,,114,bol,Catalan,Sounds/cat_bol.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,9,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,3.751000166,BALL,FALSE,,,,,,,114,bol,Catalan,Sounds/cat_bol.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,9,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,3.968000174,BALL,FALSE,,,,,,,114,bol,Catalan,Sounds/cat_bol.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,3.968000174,1,0,81,9,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,bol,Catalan,Sounds/cat_bol.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,9,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.615999937,S,FALSE,,,,,,,121,camisa,Catalan,Sounds/cat_camisa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,16,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1.731999874,SH,FALSE,,,,,,,121,camisa,Catalan,Sounds/cat_camisa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,16,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1.86500001,SHO,FALSE,,,,,,,121,camisa,Catalan,Sounds/cat_camisa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,16,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,1.96600008,SHOR,FALSE,,,,,,,121,camisa,Catalan,Sounds/cat_camisa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,16,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,2.150000095,SHORT,FALSE,,,,,,,121,camisa,Catalan,Sounds/cat_camisa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,16,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,2.231999874,SHORT,FALSE,,,,,,,121,camisa,Catalan,Sounds/cat_camisa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,2.231999874,1,0,81,16,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,camisa,Catalan,Sounds/cat_camisa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,16,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,8.865999937,R,FALSE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,9,RE,FALSE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backspace,9.51699996,,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backspace,9.69900012,,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,10.20099998,C,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,10.81699991,CA,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,11.03500009,CAS,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,11.21799994,CASH,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.58400011,CASH ,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,11.71700001,CASH R,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,11.81800008,CASH RE,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,11.95099998,CASH REG,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,12.08400011,CASH REGI,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,12.13700008,CASH REGIS,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,12.29999995,CASH REGIST,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,12.41799998,CASH REGISTE,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,12.53299999,CASH REGISTER,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,12.58400011,CASH REGISTER,TRUE,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,12.58400011,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,caixa,Catalan,Sounds/cat_caixa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,14,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2.267999887,F,FALSE,,,,,,,153,mico,Catalan,Sounds/cat_mico.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,46,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2.416999817,FR,FALSE,,,,,,,153,mico,Catalan,Sounds/cat_mico.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,46,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,2.534999847,FRE,FALSE,,,,,,,153,mico,Catalan,Sounds/cat_mico.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,46,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,2.549999952,FREI,FALSE,,,,,,,153,mico,Catalan,Sounds/cat_mico.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,46,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,2.765999794,FREIN,FALSE,,,,,,,153,mico,Catalan,Sounds/cat_mico.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,46,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,2.866999865,FREIND,FALSE,,,,,,,153,mico,Catalan,Sounds/cat_mico.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,46,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,3.017999887,FREIND,FALSE,,,,,,,153,mico,Catalan,Sounds/cat_mico.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,3.017999887,1,0,81,46,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,mico,Catalan,Sounds/cat_mico.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,46,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,1.350000143,G,FALSE,,,,,,,142,girafa,Catalan,Sounds/cat_girafa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,36,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1.46600008,GI,FALSE,,,,,,,142,girafa,Catalan,Sounds/cat_girafa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,36,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,1.565999985,GIR,FALSE,,,,,,,142,girafa,Catalan,Sounds/cat_girafa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,36,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1.71600008,GIRA,FALSE,,,,,,,142,girafa,Catalan,Sounds/cat_girafa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,36,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.832000017,GIRAF,FALSE,,,,,,,142,girafa,Catalan,Sounds/cat_girafa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,36,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2.049999952,GIRAFF,FALSE,,,,,,,142,girafa,Catalan,Sounds/cat_girafa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,36,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,2.184000015,GIRAFFE,FALSE,,,,,,,142,girafa,Catalan,Sounds/cat_girafa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,36,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,2.334000111,GIRAFFE,FALSE,,,,,,,142,girafa,Catalan,Sounds/cat_girafa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,2.334000111,1,0,81,36,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,girafa,Catalan,Sounds/cat_girafa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,36,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1.5,M,FALSE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,1.667999983,MP,FALSE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1.801000118,MPU,FALSE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backspace,2.167999983,M,TRUE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backspace,2.25,,TRUE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,2.483999968,O,TRUE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backspace,2.950999975,,TRUE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,3.167999983,M,TRUE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,3.334000111,MO,TRUE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,3.483999968,MOU,TRUE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,3.601000071,MOUT,TRUE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,3.700999975,MOUTH,TRUE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,3.884000063,MOUTH,TRUE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,3.884000063,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,2.032999992,T,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,71,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2.19900012,TR,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,71,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,2.315999985,TRE,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,71,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,2.48300004,TREA,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,71,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,2.700000048,TREAS,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,71,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,3.383000135,TREASU,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,71,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,3.5,TREASUR,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,71,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,3.586000204,TREASURE,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,71,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,3.75,TREASURE,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,3.75,1,0,81,71,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,71,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,3.899999857,P,FALSE,,,,,,,130,entrepa,Catalan,Sounds/cat_entrepa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,24,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,4.03399992,PE,FALSE,,,,,,,130,entrepa,Catalan,Sounds/cat_entrepa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,24,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,4.115999937,PEO,FALSE,,,,,,,130,entrepa,Catalan,Sounds/cat_entrepa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,24,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,4.23300004,PEOP,FALSE,,,,,,,130,entrepa,Catalan,Sounds/cat_entrepa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,24,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,4.349999905,PEOPL,FALSE,,,,,,,130,entrepa,Catalan,Sounds/cat_entrepa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,24,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,4.450999975,PEOPLE,FALSE,,,,,,,130,entrepa,Catalan,Sounds/cat_entrepa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,24,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5,PEOPLE,FALSE,,,,,,,130,entrepa,Catalan,Sounds/cat_entrepa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,5,1,0,81,24,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,entrepa,Catalan,Sounds/cat_entrepa.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,24,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,1.434000015,P,FALSE,,,,,,,168,planta,Catalan,Sounds/cat_planta.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,60,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,1.599999905,PL,FALSE,,,,,,,168,planta,Catalan,Sounds/cat_planta.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,60,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1.733999968,PLA,FALSE,,,,,,,168,planta,Catalan,Sounds/cat_planta.mp3,11311,001,2020-06-08_18h39.26.172,TranslationElicitation_eng-sona,3.2.4,MacIntel,60,,1,0,81,60,1,80
