consentKey.keys,consentKey.rt,languageL1Key.keys,languageL1Key.rt,languageL2,languageL2OralKey.keys,languageL2OralKey.rt,languageL2WrittenKey.keys,languageL2WrittenKey.rt,languageL3,languageL3OralKey.keys,languageL3OralKey.rt,languageL3WrittenKey.keys,languageL3WrittenKey.rt,languageCatalanOralKey.keys,languageCatalanOralKey.rt,languageCatalanWrittenKey.keys,languageCatalanWrittenKey.rt,languageCatalanTimeKey.keys,languageCatalanTimeKey.rt,languageSpanishOralKey.keys,languageSpanishOralKey.rt,languageSpanishWrittenKey.keys,languageSpanishWrittenKey.rt,languageSpanishTimeKey.keys,languageSpanishTimeKey.rt,age,demoSexKey.keys,demoSexKey.rt,demoEducationKey.keys,demoEducationKey.rt,city,demoVisionKey.keys,demoVisionKey.rt,demoLanguageKey.keys,demoLanguageKey.rt,setupLocationKey.keys,setupLocationKey.rt,setupNoiseKey.keys,setupNoiseKey.rt,instructionsKeys.keys,instructionsKeys.rt,keyPressed,keyPressTime,inputText,error,trialsPracticeCatalan.thisRepN,trialsPracticeCatalan.thisTrialN,trialsPracticeCatalan.thisN,trialsPracticeCatalan.thisIndex,trialsPracticeCatalan.ran,trialsPracticeCatalan.order,trial_id,word,test_language,soundfile,date,expName,psychopyVersion,OS,frameRate,participant,trialOffset,trialsCatalan.thisRepN,trialsCatalan.thisTrialN,trialsCatalan.thisN,trialsCatalan.thisIndex,trialsCatalan.ran,trialsCatalan.order
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,1.94900012,BOOK,FALSE,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,1.94900012,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,boca,Catalan,Sounds/cat_boca.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,8,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,2.282999992,O,FALSE,,,,,,,184,ull,Catalan,Sounds/cat_ull.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,75,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,2.351000071,OW,FALSE,,,,,,,184,ull,Catalan,Sounds/cat_ull.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,75,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,2.48300004,OWL,FALSE,,,,,,,184,ull,Catalan,Sounds/cat_ull.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,75,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,2.5,OWLE,FALSE,,,,,,,184,ull,Catalan,Sounds/cat_ull.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,75,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backspace,2.950000048,OWL,TRUE,,,,,,,184,ull,Catalan,Sounds/cat_ull.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,75,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,3.518000126,OWL,TRUE,,,,,,,184,ull,Catalan,Sounds/cat_ull.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,3.518000126,1,0,81,75,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,ull,Catalan,Sounds/cat_ull.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,75,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2.1650002,F,FALSE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,29,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,2.248000145,FO,FALSE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,29,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backspace,2.899000168,F,TRUE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,29,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,3.132000208,FM,TRUE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,29,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backspace,3.516000032,F,TRUE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,29,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backspace,3.698000193,,TRUE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,29,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.901000023,,TRUE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,5.901000023,1,0,81,29,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-05_12h52.55.642,TranslationElicitation_eng-prolific,3.2.4,MacIntel,60,5c70380bae7e770001d12831,,1,0,81,29,1,80
