consentKey.keys,consentKey.rt,languageL1Key.keys,languageL1Key.rt,languageL2,languageL2OralKey.keys,languageL2OralKey.rt,languageL2WrittenKey.keys,languageL2WrittenKey.rt,languageL3,languageL3OralKey.keys,languageL3OralKey.rt,languageL3WrittenKey.keys,languageL3WrittenKey.rt,languageCatalanOralKey.keys,languageCatalanOralKey.rt,languageCatalanWrittenKey.keys,languageCatalanWrittenKey.rt,languageCatalanTimeKey.keys,languageCatalanTimeKey.rt,languageSpanishOralKey.keys,languageSpanishOralKey.rt,languageSpanishWrittenKey.keys,languageSpanishWrittenKey.rt,languageSpanishTimeKey.keys,languageSpanishTimeKey.rt,age,demoSexKey.keys,demoSexKey.rt,demoEducationKey.keys,demoEducationKey.rt,city,demoVisionKey.keys,demoVisionKey.rt,demoLanguageKey.keys,demoLanguageKey.rt,setupLocationKey.keys,setupLocationKey.rt,setupNoiseKey.keys,setupNoiseKey.rt,instructionsKeys.keys,instructionsKeys.rt,keyPressed,keyPressTime,inputText,error,trialsPracticeSpanish.thisRepN,trialsPracticeSpanish.thisTrialN,trialsPracticeSpanish.thisN,trialsPracticeSpanish.thisIndex,trialsPracticeSpanish.ran,trialsPracticeSpanish.order,trial_id,word,test_language,soundfile,date,expName,psychopyVersion,OS,frameRate,participant,trialOffset,trialsSpanish.thisRepN,trialsSpanish.thisTrialN,trialsSpanish.thisN,trialsSpanish.thisIndex,trialsSpanish.ran,trialsSpanish.order
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,3.588000059,FRAM,FALSE,,,,,,,38,frambuesa,Spanish,Sounds/spa_frambuesa.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,34,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,4.088999987,FRAMB,FALSE,,,,,,,38,frambuesa,Spanish,Sounds/spa_frambuesa.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,34,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,4.190999985,FRAMBO,FALSE,,,,,,,38,frambuesa,Spanish,Sounds/spa_frambuesa.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,34,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,4.421000004,FRAMBOY,FALSE,,,,,,,38,frambuesa,Spanish,Sounds/spa_frambuesa.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,34,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,4.78000021,FRAMBOYA,FALSE,,,,,,,38,frambuesa,Spanish,Sounds/spa_frambuesa.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,34,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,4.803000212,FRAMBOYAN,FALSE,,,,,,,38,frambuesa,Spanish,Sounds/spa_frambuesa.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,34,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,4.93900013,FRAMBOYANT,FALSE,,,,,,,38,frambuesa,Spanish,Sounds/spa_frambuesa.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,34,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.310000181,FRAMBOYANT,FALSE,,,,,,,38,frambuesa,Spanish,Sounds/spa_frambuesa.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,5.310000181,1,0,98,34,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,frambuesa,Spanish,Sounds/spa_frambuesa.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,34,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,4.739000082,C,FALSE,,,,,,,31,cubo,Spanish,Sounds/spa_cubo.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,27,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,4.805999994,CU,FALSE,,,,,,,31,cubo,Spanish,Sounds/spa_cubo.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,27,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,5.04700017,CUB,FALSE,,,,,,,31,cubo,Spanish,Sounds/spa_cubo.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,27,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,5.19900012,CUBE,FALSE,,,,,,,31,cubo,Spanish,Sounds/spa_cubo.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,27,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.459000111,CUBE,FALSE,,,,,,,31,cubo,Spanish,Sounds/spa_cubo.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,5.459000111,1,0,98,27,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,cubo,Spanish,Sounds/spa_cubo.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,27,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,2.01699996,U,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,2.26699996,UN,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,2.286000013,UND,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,2.582000017,UNDE,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2.774999857,UNDER,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-24_18h26.16.849,TranslationElicitation_eng-prolific-spa,3.2.4,Win32,60,5e9b959c77f86e0a8314b0e8,,1,0,98,71,1,97
