consentKey.keys,consentKey.rt,languageL1Key.keys,languageL1Key.rt,languageL2,languageL2OralKey.keys,languageL2OralKey.rt,languageL2WrittenKey.keys,languageL2WrittenKey.rt,languageL3OralKey.keys,languageL3OralKey.rt,languageL3WrittenKey.keys,languageL3WrittenKey.rt,languageCatalanOralKey.keys,languageCatalanOralKey.rt,languageCatalanWrittenKey.keys,languageCatalanWrittenKey.rt,languageCatalanTimeKey.keys,languageCatalanTimeKey.rt,age,demoSexKey.keys,demoSexKey.rt,demoEducationKey.keys,demoEducationKey.rt,city,demoVisionKey.keys,demoVisionKey.rt,demoLanguageKey.keys,demoLanguageKey.rt,setupLocationKey.keys,setupLocationKey.rt,setupNoiseKey.keys,setupNoiseKey.rt,instructionsKeys.keys,instructionsKeys.rt,trialOffset,keyPressTime,keyPressed,inputText,error,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials_practice.ran,trials_practice.order,trial_id,word,test_language,soundfile,date,expName,psychopyVersion,OS,frameRate,participant,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9519999,a,RABIETA,FALSE,,,,,,,176,samarreta,Catalan,Sounds/cat_samarreta.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,68,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.64299989,44.64299989,return,,FALSE,,,,,,,176,samarreta,Catalan,Sounds/cat_samarreta.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,68,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,samarreta,Catalan,Sounds/cat_samarreta.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,68,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.421999931,e,E,FALSE,,,,,,,132,estrella,Catalan,Sounds/cat_estrella.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,27,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.605999947,s,ES,FALSE,,,,,,,132,estrella,Catalan,Sounds/cat_estrella.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,27,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.891000032,t,EST,FALSE,,,,,,,132,estrella,Catalan,Sounds/cat_estrella.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,27,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.920000076,r,ESTR,FALSE,,,,,,,132,estrella,Catalan,Sounds/cat_estrella.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,27,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.131999969,e,ESTRE,FALSE,,,,,,,132,estrella,Catalan,Sounds/cat_estrella.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,27,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63499999,l,ESTREL,FALSE,,,,,,,132,estrella,Catalan,Sounds/cat_estrella.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,27,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.756000042,l,ESTRELL,FALSE,,,,,,,132,estrella,Catalan,Sounds/cat_estrella.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,27,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.877000093,a,ESTRELLA,FALSE,,,,,,,132,estrella,Catalan,Sounds/cat_estrella.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,27,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06400013,4.06400013,return,,FALSE,,,,,,,132,estrella,Catalan,Sounds/cat_estrella.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,27,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,estrella,Catalan,Sounds/cat_estrella.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,27,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56700015,d,D,FALSE,,,,,,,129,dit,Catalan,Sounds/cat_dit.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,24,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.648,i,DI,FALSE,,,,,,,129,dit,Catalan,Sounds/cat_dit.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,24,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.898,m,DIM,FALSE,,,,,,,129,dit,Catalan,Sounds/cat_dit.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,24,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93400002,e,DIME,FALSE,,,,,,,129,dit,Catalan,Sounds/cat_dit.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,24,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.29500008,15.29500008,return,,FALSE,,,,,,,129,dit,Catalan,Sounds/cat_dit.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,24,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,dit,Catalan,Sounds/cat_dit.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,24,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.53500009,p,P,FALSE,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,63,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.65100002,u,PU,FALSE,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,63,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.97099996,r,PUR,FALSE,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,63,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9230001,apostrophe,PUR,FALSE,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,63,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.03999996,e,PURÉ,FALSE,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,63,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.45300007,41.45300007,return,,FALSE,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,63,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,63,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.740999937,q,Q,FALSE,,,,,,,128,cuc,Catalan,Sounds/cat_cuc.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,23,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.079999924,4.079999924,return,,FALSE,,,,,,,128,cuc,Catalan,Sounds/cat_cuc.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,23,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,cuc,Catalan,Sounds/cat_cuc.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,23,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.694999933,m,M,FALSE,,,,,,,154,mirall,Catalan,Sounds/cat_mirall.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,48,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.822999954,i,MI,FALSE,,,,,,,154,mirall,Catalan,Sounds/cat_mirall.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,48,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.981999874,r,MIR,FALSE,,,,,,,154,mirall,Catalan,Sounds/cat_mirall.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,48,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.201999903,a,MIRA,FALSE,,,,,,,154,mirall,Catalan,Sounds/cat_mirall.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,48,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43599987,r,MIRAR,FALSE,,,,,,,154,mirall,Catalan,Sounds/cat_mirall.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,48,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.583999872,3.583999872,return,,FALSE,,,,,,,154,mirall,Catalan,Sounds/cat_mirall.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,48,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,mirall,Catalan,Sounds/cat_mirall.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,48,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.440999985,p,P,FALSE,,,,,,,168,planta,Catalan,Sounds/cat_planta.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,60,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.605000019,l,PL,FALSE,,,,,,,168,planta,Catalan,Sounds/cat_planta.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,60,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.786000013,a,PLA,FALSE,,,,,,,168,planta,Catalan,Sounds/cat_planta.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,60,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.059999943,n,PLAN,FALSE,,,,,,,168,planta,Catalan,Sounds/cat_planta.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,60,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.641000032,t,PLANT,FALSE,,,,,,,168,planta,Catalan,Sounds/cat_planta.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,60,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.917000055,a,PLANTA,FALSE,,,,,,,168,planta,Catalan,Sounds/cat_planta.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,60,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.176000118,3.176000118,return,,FALSE,,,,,,,168,planta,Catalan,Sounds/cat_planta.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,60,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,planta,Catalan,Sounds/cat_planta.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,60,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.470000029,p,P,FALSE,,,,,,,163,papallona,Catalan,Sounds/cat_papallona.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,56,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.633000135,a,PA,FALSE,,,,,,,163,papallona,Catalan,Sounds/cat_papallona.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,56,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.732000113,p,PAP,FALSE,,,,,,,163,papallona,Catalan,Sounds/cat_papallona.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,56,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.844000101,a,PAPA,FALSE,,,,,,,163,papallona,Catalan,Sounds/cat_papallona.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,56,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.440999985,y,PAPAY,FALSE,,,,,,,163,papallona,Catalan,Sounds/cat_papallona.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,56,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.746999979,a,PAPAYA,FALSE,,,,,,,163,papallona,Catalan,Sounds/cat_papallona.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,56,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.095000029,7.095000029,return,,FALSE,,,,,,,163,papallona,Catalan,Sounds/cat_papallona.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,56,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,papallona,Catalan,Sounds/cat_papallona.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,56,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.708999872,t,T,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,71,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.748999834,e,TE,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,71,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.981999874,s,TES,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,71,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.089999914,o,TESO,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,71,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.309999943,r,TESOR,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,71,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.421999931,o,TESORO,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,71,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.551999807,s,TESOROS,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,71,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98300004,2.98300004,return,,FALSE,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,71,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,tisores,Catalan,Sounds/cat_tisores.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,71,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.666999817,h,H,FALSE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,30,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.765999794,o,HO,FALSE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,30,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.909999847,r,HOR,FALSE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,30,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06099987,m,HORM,FALSE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,30,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.196999788,i,HORMI,FALSE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,30,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.385999918,g,HORMIG,FALSE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,30,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.622999907,a,HORMIGA,FALSE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,30,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07799983,3.07799983,return,,FALSE,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,30,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,formiga,Catalan,Sounds/cat_formiga.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,30,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.48099995,b,B,FALSE,,,,,,,187,vaixell,Catalan,Sounds/cat_vaixell.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,77,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.12100005,a,BA,FALSE,,,,,,,187,vaixell,Catalan,Sounds/cat_vaixell.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,77,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3210001,c,BAC,FALSE,,,,,,,187,vaixell,Catalan,Sounds/cat_vaixell.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,77,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.421,h,BACH,FALSE,,,,,,,187,vaixell,Catalan,Sounds/cat_vaixell.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,77,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.54999995,e,BACHE,FALSE,,,,,,,187,vaixell,Catalan,Sounds/cat_vaixell.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,77,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.23300004,13.23300004,return,,FALSE,,,,,,,187,vaixell,Catalan,Sounds/cat_vaixell.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,77,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,vaixell,Catalan,Sounds/cat_vaixell.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,77,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.771999836,h,H,FALSE,,,,,,,137,fulla,Catalan,Sounds/cat_fulla.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,32,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.888999939,o,HO,FALSE,,,,,,,137,fulla,Catalan,Sounds/cat_fulla.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,32,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.307999849,backspace,,TRUE,,,,,,,137,fulla,Catalan,Sounds/cat_fulla.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,32,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.483999968,backspace,,TRUE,,,,,,,137,fulla,Catalan,Sounds/cat_fulla.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,32,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13499999,f,F,TRUE,,,,,,,137,fulla,Catalan,Sounds/cat_fulla.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,32,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.294999838,o,FO,TRUE,,,,,,,137,fulla,Catalan,Sounds/cat_fulla.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,32,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.501999855,l,FOL,TRUE,,,,,,,137,fulla,Catalan,Sounds/cat_fulla.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,32,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.680000067,i,FOLI,TRUE,,,,,,,137,fulla,Catalan,Sounds/cat_fulla.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,32,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.839999914,o,FOLIO,TRUE,,,,,,,137,fulla,Catalan,Sounds/cat_fulla.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,32,1,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.438999891,6.438999891,return,,TRUE,,,,,,,137,fulla,Catalan,Sounds/cat_fulla.mp3,2020-06-19_09h35.18.844,TranslationElicitation_spa,3.2.4,Win32,60,55kvweighibv82hihv9322hhfh,1,0,80,32,1,79
