participant,consent_key.keys,consent_key.rt,language_native_key.keys,language_native_key.rt,language_home_key.keys,language_home_key.rt,language_prof_oral_english_key.keys,language_prof_oral_english_key.rt,language_prof_oral_spanish_key.keys,language_prof_oral_spanish_key.rt,language_prof_oral_catalan_key.keys,language_prof_oral_catalan_key.rt,language_prof_written_english_key.keys,language_prof_written_english_key.rt,language_prof_written_spanish_key.keys,language_prof_written_spanish_key.rt,language_prof_written_catalan_key.keys,language_prof_written_catalan_key.rt,age,date,expName,psychopyVersion,OS,frameRate,demo_age_key.keys,demo_age_key.rt,demo_sex_key.keys,demo_sex_key.rt,demo_education_key.keys,demo_education_key.rt,demo_vision_key.keys,demo_vision_key.rt,demo_impairment_key.keys,demo_impairment_key.rt,setup_where_key.keys,setup_where_key.rt,setup_noise_key.keys,setup_noise_key.rt,letterTyped,typingOnset,inputText,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_trials.order,trial_id,word,test_language,soundfile,correction,trials_catalan.thisRepN,trials_catalan.thisTrialN,trials_catalan.thisN,trials_catalan.thisIndex,trials_catalan.ran,trials_catalan.order
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,G,3.559999943,TIG,1,0,5,4,1,4,179,tigre,Catalan,Sounds/cat_tigre.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,R,3.728000164,TIGR,1,0,5,4,1,4,179,tigre,Catalan,Sounds/cat_tigre.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,E,3.828999996,TIGRE,1,0,5,4,1,4,179,tigre,Catalan,Sounds/cat_tigre.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,3.828999996,,1,0,5,4,1,4,179,tigre,Catalan,Sounds/cat_tigre.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,1,0,5,4,1,4,179,tigre,Catalan,Sounds/cat_tigre.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,C,1.787999868,C,1,0,5,1,1,4,147,jaqueta,Catalan,Sounds/cat_jaqueta.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,H,1.887999773,CH,1,0,5,1,1,4,147,jaqueta,Catalan,Sounds/cat_jaqueta.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,A,1.972999811,CHA,1,0,5,1,1,4,147,jaqueta,Catalan,Sounds/cat_jaqueta.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,Q,2.14199996,CHAQ,1,0,5,1,1,4,147,jaqueta,Catalan,Sounds/cat_jaqueta.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,U,2.339999914,CHAQU,1,0,5,1,1,4,147,jaqueta,Catalan,Sounds/cat_jaqueta.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,E,2.356999874,CHAQUE,1,0,5,1,1,4,147,jaqueta,Catalan,Sounds/cat_jaqueta.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,T,2.572999954,CHAQUET,1,0,5,1,1,4,147,jaqueta,Catalan,Sounds/cat_jaqueta.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,A,2.790999889,CHAQUETA,1,0,5,1,1,4,147,jaqueta,Catalan,Sounds/cat_jaqueta.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,2.790999889,,1,0,5,1,1,4,147,jaqueta,Catalan,Sounds/cat_jaqueta.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,1,0,5,1,1,4,147,jaqueta,Catalan,Sounds/cat_jaqueta.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,P,1.886000156,P,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,I,2.037000179,PI,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,N,2.236999989,PIN,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,G,3.123000145,PING,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,U,3.708000183,PINGU,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,I,3.842000008,PINGUI,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,M,4.142000198,PINGUIM,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,O,4.161000013,PINGUIMO,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,4.161000013,PINGUIM,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,yes,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,4.161000013,PINGUI,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,yes,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,N,5.045000076,PINGUIN,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,O,5.111000061,PINGUINO,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,5.111000061,,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,1,0,5,3,1,4,167,pingui,Catalan,Sounds/cat_pingui.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,O,1.252000093,O,1,0,5,2,1,4,159,onada,Catalan,Sounds/cat_onada.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,L,1.420000076,OL,1,0,5,2,1,4,159,onada,Catalan,Sounds/cat_onada.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,A,1.569999933,OLA,1,0,5,2,1,4,159,onada,Catalan,Sounds/cat_onada.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,1.569999933,,1,0,5,2,1,4,159,onada,Catalan,Sounds/cat_onada.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,1,0,5,2,1,4,159,onada,Catalan,Sounds/cat_onada.wav,,,,,,,
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,L,1.95600009,L,,,,,,,148,lleo,Catalan,Sounds/cat_lleo.wav,,1,0,80,42,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,E,2.757000208,LE,,,,,,,148,lleo,Catalan,Sounds/cat_lleo.wav,,1,0,80,42,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,O,3.144000053,LEO,,,,,,,148,lleo,Catalan,Sounds/cat_lleo.wav,,1,0,80,42,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,N,3.243000031,LEON,,,,,,,148,lleo,Catalan,Sounds/cat_lleo.wav,,1,0,80,42,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,3.243000031,,,,,,,,148,lleo,Catalan,Sounds/cat_lleo.wav,,1,0,80,42,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,148,lleo,Catalan,Sounds/cat_lleo.wav,,1,0,80,42,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,G,2.020999908,G,,,,,,,143,globus,Catalan,Sounds/cat_globus.wav,,1,0,80,38,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,L,2.072999954,GL,,,,,,,143,globus,Catalan,Sounds/cat_globus.wav,,1,0,80,38,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,O,2.204999924,GLO,,,,,,,143,globus,Catalan,Sounds/cat_globus.wav,,1,0,80,38,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,B,2.322999954,GLOB,,,,,,,143,globus,Catalan,Sounds/cat_globus.wav,,1,0,80,38,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,O,2.388999939,GLOBO,,,,,,,143,globus,Catalan,Sounds/cat_globus.wav,,1,0,80,38,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,2.388999939,,,,,,,,143,globus,Catalan,Sounds/cat_globus.wav,,1,0,80,38,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,143,globus,Catalan,Sounds/cat_globus.wav,,1,0,80,38,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,B,2.106000185,B,,,,,,,157,mussol,Catalan,Sounds/cat_mussol.wav,,1,0,80,51,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,U,2.323000193,BU,,,,,,,157,mussol,Catalan,Sounds/cat_mussol.wav,,1,0,80,51,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,G,2.457000017,BUG,,,,,,,157,mussol,Catalan,Sounds/cat_mussol.wav,,1,0,80,51,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,2.457000017,BU,,,,,,,157,mussol,Catalan,Sounds/cat_mussol.wav,yes,1,0,80,51,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,2.457000017,B,,,,,,,157,mussol,Catalan,Sounds/cat_mussol.wav,yes,1,0,80,51,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,U,4.078000069,BU,,,,,,,157,mussol,Catalan,Sounds/cat_mussol.wav,,1,0,80,51,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,H,4.345000029,BUH,,,,,,,157,mussol,Catalan,Sounds/cat_mussol.wav,,1,0,80,51,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,O,4.446000099,BUHO,,,,,,,157,mussol,Catalan,Sounds/cat_mussol.wav,,1,0,80,51,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,4.446000099,,,,,,,,157,mussol,Catalan,Sounds/cat_mussol.wav,,1,0,80,51,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,157,mussol,Catalan,Sounds/cat_mussol.wav,,1,0,80,51,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,B,1.136000156,B,,,,,,,111,bibero,Catalan,Sounds/cat_bibero.wav,,1,0,80,6,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,I,1.185000181,BI,,,,,,,111,bibero,Catalan,Sounds/cat_bibero.wav,,1,0,80,6,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,B,1.269000053,BIB,,,,,,,111,bibero,Catalan,Sounds/cat_bibero.wav,,1,0,80,6,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,E,1.419000149,BIBE,,,,,,,111,bibero,Catalan,Sounds/cat_bibero.wav,,1,0,80,6,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,R,1.536000013,BIBER,,,,,,,111,bibero,Catalan,Sounds/cat_bibero.wav,,1,0,80,6,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,O,1.670000076,BIBERO,,,,,,,111,bibero,Catalan,Sounds/cat_bibero.wav,,1,0,80,6,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,N,1.771000147,BIBERON,,,,,,,111,bibero,Catalan,Sounds/cat_bibero.wav,,1,0,80,6,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,1.771000147,,,,,,,,111,bibero,Catalan,Sounds/cat_bibero.wav,,1,0,80,6,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,111,bibero,Catalan,Sounds/cat_bibero.wav,,1,0,80,6,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,P,1.170000076,P,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.wav,,1,0,80,63,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,O,1.269999981,PO,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.wav,,1,0,80,63,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,L,1.670000076,POL,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.wav,,1,0,80,63,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,L,1.787000179,POLL,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.wav,,1,0,80,63,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,O,1.921000004,POLLO,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.wav,,1,0,80,63,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,1.921000004,,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.wav,,1,0,80,63,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,171,pollastre,Catalan,Sounds/cat_pollastre.wav,,1,0,80,63,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,C,1.603999853,C,,,,,,,123,cavall,Catalan,Sounds/cat_cavall.wav,,1,0,80,18,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,A,1.804999828,CA,,,,,,,123,cavall,Catalan,Sounds/cat_cavall.wav,,1,0,80,18,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,B,2.072000027,CAB,,,,,,,123,cavall,Catalan,Sounds/cat_cavall.wav,,1,0,80,18,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,A,2.174999952,CABA,,,,,,,123,cavall,Catalan,Sounds/cat_cavall.wav,,1,0,80,18,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,L,2.322999954,CABAL,,,,,,,123,cavall,Catalan,Sounds/cat_cavall.wav,,1,0,80,18,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,L,2.424000025,CABALL,,,,,,,123,cavall,Catalan,Sounds/cat_cavall.wav,,1,0,80,18,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,O,2.556999922,CABALLO,,,,,,,123,cavall,Catalan,Sounds/cat_cavall.wav,,1,0,80,18,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,2.556999922,,,,,,,,123,cavall,Catalan,Sounds/cat_cavall.wav,,1,0,80,18,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,123,cavall,Catalan,Sounds/cat_cavall.wav,,1,0,80,18,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,M,2.190000057,M,,,,,,,172,poma,Catalan,Sounds/cat_poma.wav,,1,0,80,64,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,A,2.256000042,MA,,,,,,,172,poma,Catalan,Sounds/cat_poma.wav,,1,0,80,64,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,N,2.342000008,MAN,,,,,,,172,poma,Catalan,Sounds/cat_poma.wav,,1,0,80,64,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,Z,2.440999985,MANZ,,,,,,,172,poma,Catalan,Sounds/cat_poma.wav,,1,0,80,64,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,A,2.49000001,MANZA,,,,,,,172,poma,Catalan,Sounds/cat_poma.wav,,1,0,80,64,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,N,2.622999907,MANZAN,,,,,,,172,poma,Catalan,Sounds/cat_poma.wav,,1,0,80,64,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,A,2.707999945,MANZANA,,,,,,,172,poma,Catalan,Sounds/cat_poma.wav,,1,0,80,64,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,2.707999945,,,,,,,,172,poma,Catalan,Sounds/cat_poma.wav,,1,0,80,64,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,172,poma,Catalan,Sounds/cat_poma.wav,,1,0,80,64,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,A,2.740999937,A,,,,,,,104,abella,Catalan,Sounds/cat_abella.wav,,1,0,80,0,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,B,2.825000048,AB,,,,,,,104,abella,Catalan,Sounds/cat_abella.wav,,1,0,80,0,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,E,2.993000031,ABE,,,,,,,104,abella,Catalan,Sounds/cat_abella.wav,,1,0,80,0,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,J,3.861999989,ABEJ,,,,,,,104,abella,Catalan,Sounds/cat_abella.wav,,1,0,80,0,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,A,3.947000027,ABEJA,,,,,,,104,abella,Catalan,Sounds/cat_abella.wav,,1,0,80,0,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,3.947000027,,,,,,,,104,abella,Catalan,Sounds/cat_abella.wav,,1,0,80,0,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,104,abella,Catalan,Sounds/cat_abella.wav,,1,0,80,0,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,C,2.088999987,C,,,,,,,120,cama,Catalan,Sounds/cat_cama.wav,,1,0,80,15,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,A,2.307999849,CA,,,,,,,120,cama,Catalan,Sounds/cat_cama.wav,,1,0,80,15,1,79
67126,,,,,,,,,,,,,,,,,,,,2020-04-26_10h29.34.803,TranslationElicitationSpa,3.2.4,MacIntel,60,,,,,,,,,,,,,,,M,2.458999872,CAM,,,,,,,120,cama,Catalan,Sounds/cat_cama.wav,,1,0,80,15,1,79
