frame	time(s)	intensity	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)
289	0.289	0.11963	806.727	588.397	2582.102	1129.838	3494.785	562.799
290	0.290	0.08070	869.571	1187.876	2219.055	793.862	3328.742	745.396
291	0.291	0.08070	1816.657	1064.804	2944.384	614.702	--undefined--	--undefined--
292	0.292	0.02433	1137.489	746.887	2354.098	1092.610	3557.028	1216.666
293	0.293	0.14898	1346.516	1475.098	2410.765	935.025	3969.674	1509.897
294	0.294	0.14898	897.255	2116.828	2666.708	829.983	4256.327	1518.321
295	0.295	0.18073	2341.554	854.680	3299.873	908.615	--undefined--	--undefined--
296	0.296	0.18073	2396.922	886.082	2980.514	994.651	--undefined--	--undefined--
297	0.297	0.08429	1172.296	655.605	2268.301	571.814	3261.746	487.161
298	0.298	0.43905	1668.369	1645.146	2712.614	1682.958	4636.588	3012.249
299	0.299	0.43905	1507.188	1734.110	2339.769	661.406	4238.985	624.285
300	0.300	0.17739	2252.586	824.283	3176.839	1191.480	--undefined--	--undefined--
301	0.301	0.17739	2312.479	627.782	3196.952	897.677	--undefined--	--undefined--
302	0.302	0.06046	967.254	883.336	2279.805	534.202	3285.906	393.156
303	0.303	0.39917	1671.579	1592.039	2751.715	1606.469	4536.745	2755.108
304	0.304	0.39917	1452.462	1489.043	2306.999	477.412	4225.107	556.035
305	0.305	0.30607	2111.317	2364.416	2293.944	658.753	3372.760	1134.246
306	0.306	0.30607	2263.045	962.820	3007.906	4817.613	3218.082	1555.223
307	0.307	0.37454	1058.284	1218.424	2339.575	627.361	3344.507	522.013
308	0.308	0.37454	1666.651	1319.748	2776.416	1268.399	4440.920	2535.753
309	0.309	0.10773	1725.979	2008.708	2350.782	731.914	3974.131	955.395
310	0.310	0.10485	1752.094	1318.729	2640.536	535.071	--undefined--	--undefined--
311	0.311	0.10485	1402.350	1102.080	2441.934	752.720	3642.249	1040.168
312	0.312	0.08127	1084.741	3250.953	2273.669	1161.920	3284.585	1080.473
313	0.313	0.08127	1357.406	908.836	2416.154	721.215	3320.853	680.342
314	0.314	0.03462	2393.662	846.979	2992.629	1277.641	--undefined--	--undefined--
315	0.315	0.12345	1242.760	1069.773	2534.388	912.139	3885.932	1537.881
316	0.316	0.12345	1482.581	857.069	2538.342	812.245	3736.004	2680.857
317	0.317	0.05804	1548.794	560.734	2668.059	474.247	3619.895	500.470
318	0.318	0.05804	2199.305	518.745	2990.347	534.533	--undefined--	--undefined--
319	0.319	0.03485	777.782	1209.775	2242.694	574.351	3151.822	450.480
320	0.320	0.09695	1450.743	1716.663	2722.312	1628.370	3846.416	3334.166
321	0.321	0.09695	1293.249	820.713	2425.137	567.860	4238.608	2526.549
322	0.322	0.09123	1261.164	489.805	3071.196	369.247	3956.847	5626.890
323	0.323	0.09123	1638.655	1316.046	2675.326	896.069	3612.606	4447.936
324	0.324	0.09479	1659.330	1685.028	2359.545	2308.177	2955.630	1505.393
325	0.325	0.09479	1573.999	1082.435	2672.042	911.201	3596.702	1804.589
326	0.326	0.01975	744.613	612.542	2659.010	497.488	4205.532	1694.360
327	0.327	0.10816	1330.751	1503.017	2911.444	1898.028	4007.580	2458.798
328	0.328	0.10816	1233.241	1059.989	2447.702	1082.836	4421.224	1338.846
329	0.329	0.04403	1410.086	489.834	3098.249	584.509	--undefined--	--undefined--
330	0.330	0.04403	1071.414	1212.568	2447.251	492.591	4086.365	923.475
331	0.331	0.16792	1456.491	1567.747	2406.242	884.912	--undefined--	--undefined--
332	0.332	0.16792	1887.216	1358.702	2954.506	1235.370	4225.952	2693.085
333	0.333	0.02372	1265.829	1742.613	2502.417	585.718	--undefined--	--undefined--
334	0.334	0.11557	1407.937	1735.556	2881.051	1560.359	4105.435	1858.574
335	0.335	0.11557	1935.798	1584.937	2837.439	1033.963	--undefined--	--undefined--
336	0.336	0.09270	1286.193	532.722	3265.632	562.154	--undefined--	--undefined--
337	0.337	0.09270	1497.095	759.376	2571.616	664.073	3865.833	886.756
338	0.338	0.12285	1846.957	647.008	2957.124	822.288	--undefined--	--undefined--
339	0.339	0.12285	2455.075	443.481	3871.963	1424.916	--undefined--	--undefined--
340	0.340	0.12512	1318.700	2286.714	2408.169	1066.053	--undefined--	--undefined--
341	0.341	0.12512	1814.541	1007.798	3026.440	1230.236	4566.726	1415.330
342	0.342	0.05391	2077.714	708.616	2874.092	424.300	--undefined--	--undefined--
343	0.343	0.13964	1544.722	1600.488	3211.341	1914.033	4336.777	2241.940
344	0.344	0.13964	1362.427	1806.865	2583.881	933.570	3462.771	1147.081
