group,trial_id,test_language,word,freq,pthn,consecutive_longest,same_onset,close_substitutions,similarity_ort,similarity_phon,correct,n,proportion
SPA-CAT,146,Catalan,guitarra,4.24541888956322,0,5,Same,0,1,0.833333333333333,30,30,1
SPA-CAT,147,Catalan,jaqueta,4.57542110005714,0,1,Different,0.166666666666666,0.8,0.333333333333333,22,26,0.846153846153846
SPA-CAT,148,Catalan,lleo,,,1,Different,0,0.75,0.285714285714285,3,29,0.103448275862069
SPA-CAT,149,Catalan,llibre,5.20340171739432,0,3,Different,0,0.727272727272727,0.6,23,30,0.766666666666667
SPA-CAT,150,Catalan,lloro,3.60879337398693,11,2,Different,0.25,0.888888888888888,0.5,18,29,0.620689655172414
SPA-CAT,151,Catalan,lluna,4.81960710105458,1,2,Different,0,0.888888888888888,0.5,30,30,1
SPA-CAT,152,Catalan,ma,5.4081746465815,1,2,Same,0,0.666666666666666,0.666666666666666,1,29,0.0344827586206897
SPA-CAT,153,Catalan,mico,4.52015588694486,2,1,Same,0.25,0.5,0.25,2,28,0.0714285714285714
SPA-CAT,154,Catalan,mirall,4.45057547654441,0,0,Different,0,0,0,2,29,0.0689655172413793
SPA-CAT,155,Catalan,moneda,4.25596682096966,0,1,Same,0.333333333333333,1,0.5,28,30,0.933333333333333
SPA-CAT,156,Catalan,moto,4.23399561448041,8,3,Same,0.25,1,0.75,30,30,1
SPA-CAT,157,Catalan,mussol,,,1,Different,0.25,0.2,0.25,0,28,0
SPA-CAT,158,Catalan,nas,4.7313485879227,0,2,Same,0,0.5,0.5,9,28,0.321428571428571
SPA-CAT,159,Catalan,onada,4.17469638376983,6,1,Different,0.25,0.5,0.25,0,24,0
SPA-CAT,160,Catalan,orella,4.1951549045567,0,1,Different,0.4,0.727272727272727,0.2,12,27,0.444444444444444
SPA-CAT,161,Catalan,ovella,3.80086136102345,1,0,Different,0.4,0.727272727272727,0,7,27,0.259259259259259
SPA-CAT,162,Catalan,pa,4.6834541111055,8,2,Same,0,0.8,0.8,17,30,0.566666666666667
SPA-CAT,163,Catalan,papallona,3.82650888018015,0,1,Different,0,0.235294117647058,0.25,4,27,0.148148148148148
SPA-CAT,164,Catalan,patata,3.43397773363111,2,3,Same,0,1,0.666666666666666,30,30,1
SPA-CAT,165,Catalan,pernil,,,1,Different,0,0.181818181818181,0.181818181818181,0,26,0
SPA-CAT,166,Catalan,peu,4.71192864586408,1,1,Same,0,0.444444444444444,0.222222222222222,0,29,0
SPA-CAT,167,Catalan,pingui,,,6,Same,0,0.714285714285714,0.857142857142857,25,26,0.961538461538461
SPA-CAT,168,Catalan,planta,4.42583896741122,2,5,Same,0,1,0.833333333333333,30,30,1
SPA-CAT,169,Catalan,plat,4.44348829262923,1,4,Same,0,0.888888888888888,0.888888888888888,23,30,0.766666666666667
SPA-CAT,170,Catalan,ploma,4.03986998819473,0,1,Same,0,0.8,0.444444444444444,18,30,0.6
SPA-CAT,171,Catalan,pollastre,4.67471145320973,2,1,Same,0.166666666666666,0.571428571428571,0.333333333333333,9,29,0.310344827586207
SPA-CAT,172,Catalan,poma,4.27798261574311,0,2,Different,0,0.363636363636363,0.363636363636363,9,30,0.3
SPA-CAT,173,Catalan,porc,4.60232048987535,0,1,Different,0,0.222222222222222,0.222222222222222,18,30,0.6
SPA-CAT,174,Catalan,porta,5.51702452242793,0,2,Same,0,0.727272727272727,0.545454545454545,27,30,0.9
SPA-CAT,175,Catalan,raspall,3.97640500755257,0,1,Different,0,0.428571428571428,0.333333333333333,0,29,0
SPA-CAT,176,Catalan,samarreta,4.3148990242734,0,1,Different,0,0.588235294117647,0.25,4,29,0.137931034482759
SPA-CAT,177,Catalan,sol,4.94545430537328,5,1,Same,0.333333333333333,1,0.666666666666666,29,30,0.966666666666667
SPA-CAT,178,Catalan,taronja,4.27355681352984,0,1,Different,0,0.714285714285714,0.142857142857142,4,29,0.137931034482759
SPA-CAT,179,Catalan,tigre,4.06932763050754,0,2,Same,0,1,0.6,24,26,0.923076923076923
SPA-CAT,180,Catalan,tisores,3.83878614494659,1,2,Same,0,0.428571428571428,0.571428571428571,11,30,0.366666666666667
SPA-CAT,181,Catalan,tobogan,,,3,Same,0.285714285714285,0.857142857142857,0.714285714285714,29,30,0.966666666666667
SPA-CAT,182,Catalan,tomaquet,3.99580186150506,2,2,Same,0.153846153846153,0.571428571428571,0.615384615384615,27,29,0.931034482758621
SPA-CAT,183,Catalan,tren,4.85117025752446,1,2,Same,0.25,1,0.75,30,30,1
SPA-CAT,184,Catalan,ull,4.81178740970933,4,0,Different,0.4,0,0,5,27,0.185185185185185
SPA-CAT,185,Catalan,ulleres,4.05668383826741,1,1,Different,0,0.166666666666666,0.181818181818181,0,28,0
SPA-CAT,187,Catalan,vaixell,4.92929628407506,0,1,Same,0,0.166666666666666,0.2,0,28,0
SPA-CAT,188,Catalan,xocolata,4.67316288254015,0,3,Different,0.375,0.705882352941176,0.5,30,30,1
SPA-CAT,189,Catalan,zebra,3.25597163872872,0,1,Different,0,0.8,0.4,29,30,0.966666666666667
