"participant","group","trial_id","test_language","country","word","input_text","response_type","typing_offset","similarity_phon","similarity_ort","close_substitutions","same_onset","consecutive_longest","freq","pthn"
11399,"ENG-CAT",166,"Catalan","UK","peu","sky","wrong",2.90199995,0,0,0,"different",,64.9216,5
11399,"ENG-CAT",167,"Catalan","UK","pingui","penguin","correct",3.315999985,0.769230769230769,0.461538461538461,0,"same_consonant",5,2.8824,0
11399,"ENG-CAT",168,"Catalan","UK","planta","plant","correct",3.349999905,0.727272727272727,0.909090909090909,0,"same_consonant",,27.6078,4
11399,"ENG-CAT",169,"Catalan","UK","plat","blood","wrong",3.117000103,0.666666666666666,0.888888888888888,0,"same_consonant",2,25.6471,7
11399,"ENG-CAT",170,"Catalan","UK","ploma","plumb","wrong",1.532999992,0.222222222222222,0.166666666666666,0,"different",0,6.6275,6
11399,"ENG-CAT",171,"Catalan","UK","pollastre","priest","wrong",3.003000021,0,0.125,0,"different",0,61.7255,0
11399,"ENG-CAT",172,"Catalan","UK","poma","pomegranate","wrong",6.782999992,0.285714285714285,0.222222222222222,0,"different",0,23.6667,0
11399,"ENG-CAT",173,"Catalan","UK","porc","park","wrong",1.448999882,0.857142857142857,0.75,0,"same_consonant",,,
11399,"ENG-CAT",174,"Catalan","UK","porta","tabl","wrong",4.884000063,0.285714285714285,0.444444444444444,0,"different",0,292.0588,5
11399,"ENG-CAT",175,"Catalan","UK","raspall","sleep","wrong",2.69900012,0.2,0.333333333333333,0.2,"different",0,14.1569,2
11399,"ENG-CAT",176,"Catalan","UK","samarreta","breadstick","wrong",9.0849998,0.153846153846153,0.375,0,"different",1,,
11399,"ENG-CAT",177,"Catalan","UK","sol","salt","wrong",3.617000103,0.333333333333333,0.333333333333333,0.333333333333333,"same_consonant",1,69.6667,13
11399,"ENG-CAT",178,"Catalan","UK","taronja","tractor","wrong",3,0.166666666666666,0.307692307692307,0.166666666666666,"different",1,22.3137,0
11399,"ENG-CAT",179,"Catalan","UK","tigre","tiger","correct",1.251999855,0.8,0.8,0,"same_consonant",1,18.5294,0
11399,"ENG-CAT",180,"Catalan","UK","tisores","desert","wrong",2.532000065,0.5,0.666666666666666,0.166666666666666,"different",1,6.6863,1
11399,"ENG-CAT",181,"Catalan","UK","tobogan","book","wrong",1.96600008,0.166666666666666,0,0,"different",1,17.8235,2
11399,"ENG-CAT",182,"Catalan","UK","tomaquet","food","wrong",3.116999865,0.285714285714285,0.571428571428571,0,"same_consonant",1,5.902,0
11399,"ENG-CAT",183,"Catalan","UK","tren","green","wrong",4.21600008,0.666666666666666,0.666666666666666,0.222222222222222,"same_consonant",3,95.0588,0
11399,"ENG-CAT",184,"Catalan","UK","ull","look","wrong",3.016000032,0,0,0,"different",,111.7843,18
11399,"ENG-CAT",185,"Catalan","UK","ulleres","teacher","wrong",3.999000072,0.166666666666666,0.428571428571428,0,"different",1,33.1176,0
11399,"ENG-CAT",186,"Catalan","UK","ungla","world","wrong",2.151000023,0.222222222222222,0.444444444444444,0,"different",,18.6471,8
11399,"ENG-CAT",187,"Catalan","UK","vaixell","sink","wrong",6.300000191,0.444444444444444,0.181818181818181,0,"same_consonant",1,95.7843,5
11399,"ENG-CAT",188,"Catalan","UK","xocolata","chocolate","correct",2.065999985,0.4,0.705882352941176,0.133333333333333,"different",1,29.3922,0
11399,"ENG-CAT",189,"Catalan","UK","zebra","zebra","correct",2.665999889,0.6,1,0.2,"same_consonant",2,2.5098,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",104,"Catalan","Spain","abella","avellana","wrong",11.31699991,0,0.727272727272727,0.2,"different",0,7.476,1
"55334jfdklgneroijnrpo3994493","SPA-CAT",105,"Catalan","Spain","aigua","agua","correct",4.067000151,0.8,0.888888888888888,0,"same_vowel",2,249.9279,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",106,"Catalan","Spain","aixeta","galleta","wrong",2.278000116,0,0.181818181818181,0,"different",0,2.1875,3
"55334jfdklgneroijnrpo3994493","SPA-CAT",107,"Catalan","Spain","amanida","avenida","wrong",2.064999819,0.133333333333333,0.533333333333333,0,"different",1,23.0048,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",108,"Catalan","Spain","ampolla","ampolla","false_friend",2.095999956,0.333333333333333,0.571428571428571,0,"different",1,43.0769,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",109,"Catalan","Spain","arbre","arbol","correct",4.664999962,0.444444444444444,0.4,0,"same_vowel",1,,
"55334jfdklgneroijnrpo3994493","SPA-CAT",110,"Catalan","Spain","berenar","brazo","wrong",5.009000063,0.428571428571428,0.666666666666666,0.142857142857142,"different",1,1.5625,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",111,"Catalan","Spain","bibero","biberon","correct",2.764999866,0.769230769230769,0.923076923076923,0,"same_consonant",3,,
"55334jfdklgneroijnrpo3994493","SPA-CAT",112,"Catalan","Spain","bici","bicicleta","correct",6.116000175,0.75,1,0.25,"same_consonant",2,5.1923,1
"55334jfdklgneroijnrpo3994493","SPA-CAT",113,"Catalan","Spain","boca","boca","correct",1.249000072,0.75,1,0,"same_consonant",3,137.9808,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",114,"Catalan","Spain","bol","gol","wrong",3.598999977,0.666666666666666,1,0.333333333333333,"same_consonant",1,1.4663,10
"55334jfdklgneroijnrpo3994493","SPA-CAT",115,"Catalan","Spain","bolet","vuela","wrong",3.762999773,0.222222222222222,0.444444444444444,0,"different",1,,
"55334jfdklgneroijnrpo3994493","SPA-CAT",116,"Catalan","Spain","bolquer","volcan","wrong",3.400000095,0.2,0.166666666666666,0.2,"different",1,,
"55334jfdklgneroijnrpo3994493","SPA-CAT",117,"Catalan","Spain","boto","boton","typo",4.930000067,0.666666666666666,0.888888888888888,0.222222222222222,"same_consonant",2,,
"55334jfdklgneroijnrpo3994493","SPA-CAT",118,"Catalan","Spain","bou","abuelo","wrong",3.383000135,0.285714285714285,0.571428571428571,0,"same_consonant",1,1.9231,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",119,"Catalan","Spain","caixa","calle","wrong",2.697999954,0.5,0.666666666666666,0,"same_consonant",2,112.4519,4
"55334jfdklgneroijnrpo3994493","SPA-CAT",120,"Catalan","Spain","cama","cama","false_friend",1.065999985,0.2,0.2,0,"different",1,51.5144,1
"55334jfdklgneroijnrpo3994493","SPA-CAT",121,"Catalan","Spain","camisa","camisa","correct",1.256999969,0.833333333333333,1,0.166666666666666,"same_consonant",4,46.274,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",122,"Catalan","Spain","casa","casa","correct",0.915999889,0.5,1,0.25,"same_consonant",2,1378.2933,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",123,"Catalan","Spain","cavall","caballo","correct",3.717000008,0.545454545454545,0.769230769230769,0,"same_consonant",2,62.1635,1
"55334jfdklgneroijnrpo3994493","SPA-CAT",124,"Catalan","Spain","cirera","sirena","wrong",1.536000013,0.333333333333333,0.666666666666666,0.333333333333333,"different",2,4.8317,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",125,"Catalan","Spain","colom","culo","wrong",6.015000105,0.545454545454545,0.545454545454545,0,"different",3,6.1298,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",126,"Catalan","Spain","corona","corona","correct",1.98300004,0.666666666666666,1,0.166666666666666,"same_consonant",3,13.1731,0
"55334jfdklgneroijnrpo3994493","SPA-CAT",127,"Catalan","Spain","cotxe","coche","correct",1.779999971,0.5,0.6,0.25,"same_consonant",1,115.649,1
"55334jfdklgneroijnrpo3994493","SPA-CAT",128,"Catalan","Spain","cuc","cocinar","wrong",3.279999971,0.222222222222222,0.222222222222222,0.222222222222222,"different",1,10.0962,0
