trial_id,word,orthography,phonology,translation_english_orthography,translation_english_phonology,translation_catalan_orthography,translation_catalan_phonology,translation_spanish_orthography,translation_spanish_phonology,frequency_zipf,language,soundfile,practice,phoword_eng,lengtho_eng,lengthp_eng,freq_eng,pthn_eng,phoword_spa,lengtho_spa,lengthp_spa,freq_spa,pthn_spa,similarity_engspa,same_onset_engspa,consecutive_longest_engspa,close_substitutions_engspa,similarity_engcat,same_onset_engcat,consecutive_longest_engcat,close_substitutions_engcat,similarity_spacat,same_onset_spacat,consecutive_longest_spacat,close_substitutions_spacat
182,tomaquet,tomàquet,/tuˈma.kət/,tomato,/təˈmɑːtəʊ/,tomàquet,/tuˈma.kət/,tomate,/toˈma.te/,4.48050946,Catalan,Sounds/cat_tomaquet.wav,FALSE,t.5.m.eI.t.oU,6,6,5.902,0,t.o.m.a.t.e,,,9.9038,1,0.461538461538461,same_consonant,1,0,0.285714285714285,same_consonant,1,0,0.615384615384615,same_consonant,2,0.153846153846153
183,tren,tren,/ˈtɾɛn/,train,/treɪn/,tren,/ˈtɾɛn/,tren,/ˈtɾen/,4.85159049,Catalan,Sounds/cat_tren.wav,FALSE,t.r0.eI.n,5,4,95.0588,0,t.4.E.n,,,70.9856,4,0.888888888888888,same_consonant,3,0,0.666666666666666,same_consonant,2,0.222222222222222,0.75,same_consonant,2,0.25
184,ull,ull,/uʎ/,eye,/aɪ/,ull,/uʎ/,ojo,/ˈo.xo/,4.80323419,Catalan,Sounds/cat_ull.wav,FALSE,aI,3,1,111.7843,18,o.x.o,,,64.8317,1,,,,,0,different,0,0,0,different,0,0.4
185,ulleres,ulleres,/uˈʎe.ɾəs/,glasses,/ˈglɑːsɪz/,ulleres,/uˈʎe.ɾəs/,gafas,/ɡaˈfas/,4.8094425,Catalan,Sounds/cat_ulleres.wav,FALSE,g.l.1.s.I0.z,7,6,33.1176,0,g.a.f.a.s,,,11.3942,4,0.363636363636363,same_consonant,1,0,0.166666666666666,different,1,0,0.181818181818181,different,1,0
186,ungla,ungla,/ˈuŋ.ɡɫə/,nail,/neɪl/,ungla,/ˈuŋ.ɡɫə/,uña,/ˈu.ɲa/,3.51307695,Catalan,Sounds/cat_ungla.wav,FALSE,n.eI.l,4,3,18.6471,8,u.J.a,,,3.7019,0,,,,,0.222222222222222,different,1,0,0.25,same_vowel,1,0
187,vaixell,vaixell,/bəˈʃeʎ/,boat,/bəʊt/,vaixell,/bəˈʃeʎ/,barco,/ˈbaɾ.ko/,4.92972113,Catalan,Sounds/cat_vaixell.wav,FALSE,b.oU.t,4,3,95.7843,5,b.a.4.k.o,,,84.976,0,0.222222222222222,same_consonant,1,0,0.444444444444444,same_consonant,2,0,0.2,same_consonant,1,0
188,xocolata,xocolata,/ʃu.kuˈɫa.tə/,chocolate,/ˈʧɒkəlɪt/,xocolata,/ʃu.kuˈɫa.tə/,chocolate,/tʃ͡o.koˈla.te/,4.67153244,Catalan,Sounds/cat_xocolata.wav,FALSE,tS.A.k.l.5.t,9,6,29.3922,0,tS.o.k.o.l.a.t.e,,,47.1154,0,0.533333333333333,same_consonant,1,0,0.4,different,1,0.133333333333333,0.5,different,3,0.375
189,zebra,zebra,/ˈze.βɾə/,zebra,/ˈziːbrə/,zebra,/ˈze.βɾə/,cebra,/ˈθe.bɾa/,3.57202444,Catalan,Sounds/cat_zebra.wav,FALSE,z.i.b.r0.5,5,5,2.5098,0,T.e.B.4.a,,,1.8029,0,0.4,different,2,0.2,0.6,same_consonant,2,0.2,0.4,different,1,0
109,arbre,arbre,/ˈa.βɾə/,tree,/triː/,arbre,/ˈa.βɾə/,árbol,/ˈarbol/,4.85974006,Catalan,Sounds/cat_arbre.wav,TRUE,t.r0.i,4,3,65,5,a.4.B.o.l,,,52.5481,0,0.25,different,1,0,0.285714285714285,different,1,0,0.444444444444444,same_vowel,1,0
147,jaqueta,jaqueta,/ʒəˈkɛ.tə/,jacket,/ˈʤækɪt/,jaqueta,/ʒəˈkɛ.tə/,chaqueta,/tʃ͡aˈke.ta/,4.16137247,Catalan,Sounds/cat_jaqueta.wav,TRUE,dZ.1.k.I0.t,6,5,33.4118,0,tS.a.k.e.t.a,,,37.6202,1,0.545454545454545,different,2,0.363636363636363,0.363636363636363,different,1,0.181818181818181,0.333333333333333,different,1,0.166666666666666
159,onada,onada,/uˈna.ðə/,wave,/weɪv/,onada,/uˈna.ðə/,ola,/ˈo.la/,4.25326568,Catalan,Sounds/cat_onada.wav,TRUE,w.eI.v,4,3,21.2549,8,o.l.a,,,14.9519,6,0,different,0,0,0,different,0,0.222222222222222,0.25,different,1,0.25
167,pingui,pingüí,/piŋˈɡwi/,penguin,/ˈpɛŋgwɪn/,pingüí,/piŋˈɡwi/,pingüino,/piŋˈɡwi.no/,3.9136872,Catalan,Sounds/cat_pingui.wav,TRUE,p.E.N.g.w.I.n,7,7,2.8824,0,p.i.N.g.u.i.n.o,,,3.75,0,0.8,same_consonant,5,0,0.769230769230769,same_consonant,4,0,0.857142857142857,same_consonant,6,0
179,tigre,tigre,/ˈti.ɡɾə/,tiger,/ˈtaɪgə/,tigre,/ˈti.ɡɾə/,tigre,/ˈti.ɣɾe/,4.31200734,Catalan,Sounds/cat_tigre.wav,TRUE,t.aI.g.56,5,4,18.5294,0,t.i.G.4.e,,,11.7308,0,0.4,same_consonant,1,0,0.8,same_consonant,2,0,0.6,same_consonant,2,0
2,avestruz,avestruz,/a'βes.tɾuθ/,ostrich,/ˈɒstrɪʧ/,estruç,/əsˈtɾus/,avestruz,/a'βes.tɾuθ/,1.5563025,Spanish,Sounds/spa_avestruz.wav,FALSE,A.s.t.r0.I.tS,7,6,0.94118,0,a.B.e.s.t.4.u.T,,,0.84135,0,0.428571428571428,different,3,0,0.5,different,3,0,0.571428571428571,different,4,0.142857142857142
3,barco,barco,/ˈbaɾ.ko/,boat,/bəʊt/,vaixell,/bəˈʃeʎ/,barco,/ˈbaɾ.ko/,3.54851226,Spanish,Sounds/spa_barco.wav,FALSE,b.oU.t,4,3,95.7843,5,b.a.4.k.o,,,84.976,0,0.222222222222222,same_consonant,1,0,0.444444444444444,same_consonant,2,0,0.2,same_consonant,1,0
4,biberon,biberón,/biβeˈɾon/,bottle,/ˈbɒtl/,biberó,/bi.βəˈɾo/,biberón,/biβeˈɾon/,1.88081359,Spanish,Sounds/spa_biberon.wav,FALSE,b.A.t.l,6,4,50.7451,0,b.i.B.E.4.o.n,,,1.8029,1,0.181818181818181,same_consonant,1,0,0.2,same_consonant,1,0,0.769230769230769,same_consonant,3,0
5,bici,bici,/ˈbi.θi/,bike,/baɪk/,bici,/ˈbi.si/,bici,/ˈbi.θi/,2.33645973,Spanish,Sounds/spa_bici.wav,FALSE,b.aI.k,4,3,25.8824,9,b.i.T.i,,,5.1923,1,0.5,same_consonant,1,0,0.5,same_consonant,1,0,0.75,same_consonant,2,0.25
6,boca,boca,/'bo.ka/,mouth,/maʊθ/,boca,/ˈbo.kə/,boca,/'bo.ka/,3.75898755,Spanish,Sounds/spa_boca.wav,FALSE,m.aU.T,5,3,104.4118,0,b.o.k.a,,,137.9808,0,0.25,different,1,0.25,0,different,0,0.25,0.75,same_consonant,3,0
7,bocadillo,bocadillo,/bo.kaˈdi.ʎo/,sandwich,/ˈsænwɪʤ/,entrepà,/ˌen.tɾəˈpa/,bocadillo,/bo.kaˈdi.ʎo/,2.29225607,Spanish,Sounds/spa_bocadillo.wav,FALSE,s.1.n.d.w.I.tS,8,7,21.9216,0,b.o.k.a.D.i.L.o,,,4.6875,1,0.285714285714285,different,1,0.142857142857142,0.153846153846153,different,1,0,0.133333333333333,different,1,0
8,bol,bol,/'bol/,bowl,/bəʊl/,bol,/ˈbɔɫ/,bol,/'bol/,1.79239169,Spanish,Sounds/spa_bol.wav,FALSE,b.oU.l,4,3,21.451,12,b.o.l,,,1.4663,10,0.571428571428571,same_consonant,1,0,0.571428571428571,same_consonant,1,0,0.666666666666666,same_consonant,1,0.333333333333333
9,boli,boli,/'bo.li/,pen,/pɛn/,boli,/'bo.li'/,boli,/'bo.li/,1.11394335,Spanish,Sounds/spa_boli.wav,FALSE,p.E.n,3,3,24.7255,7,b.o.l.i.G.4.a.f.o,,,8.3173,0,0,different,0,0.285714285714285,,,,,,,,
10,botella,botella,/boˈte.ʎa/,bottle,/ˈbɒtl/,ampolla,/əmˈpo.ʎə/,botella,/boˈte.ʎa/,3.25358029,Spanish,Sounds/spa_botella.wav,FALSE,b.A.t.l,6,4,50.7451,0,b.o.t.e.L.a,,,43.0769,0,0.363636363636363,same_consonant,1,0,0,different,0,0,0.333333333333333,different,1,0
11,boton,botón,/boˈton/,button,/ˈbʌtn/,botó,/buˈto/,botón,/boˈton/,2.96661099,Spanish,Sounds/spa_boton.wav,FALSE,b.V.t.5.n,6,5,28.2549,0,b.o.t.o.n,,,22.2356,0,0.666666666666666,same_consonant,1,0,0.5,same_consonant,1,0,0.666666666666666,same_consonant,2,0.222222222222222
12,brazo,brazo,/ˈbɾa.θo/,arm,/ɑːm/,braç,/ˈbɾas/,brazo,/ˈbɾa.θo/,3.36530075,Spanish,Sounds/spa_brazo.wav,FALSE,Ar.m,3,2,65.4118,5,b.4.a.T.o,,,55.7212,4,0,different,0,0,,,,,,,,
13,buho,búho,/ˈbu.o/,owl,/aʊl/,mussol,/muˈsɔɫ/,búho,/ˈbu.o/,1.93951925,Spanish,Sounds/spa_buho.wav,FALSE,aU.l,3,2,5.6078,10,b.u.o,,,2.0673,0,0.333333333333333,different,1,0,0.5,different,1,0,0.25,different,1,0.25
14,burro,burro,/'bu.ro/,donkey,/ˈdɒŋki/,ruc,/ˈruk/,burro,/'bu.ro/,2.5965971,Spanish,Sounds/spa_burro.wav,FALSE,d.A.N.k.i,6,5,5.3529,0,b.u.r.r.o,,,9.4712,1,0,different,0,0,,,,,,,,
15,caballo,caballo,/kaˈβa.ʎo/,horse,/hɔːs/,cavall,/kəˈβaʎ/,caballo,/kaˈβa.ʎo/,3.41279643,Spanish,Sounds/spa_caballo.wav,FALSE,h.or.s,5,3,92.8824,2,k.a.B.a.L.o,,,62.1635,4,0,different,0,0,0,different,0,0,0.545454545454545,same_consonant,2,0
16,caja,caja,/'ka.xa/,box,/bɒks/,caixa,/ˈka.ʃə/,caja,/'ka.xa/,3.67015305,Spanish,Sounds/spa_caja.wav,FALSE,b.A.k.s,3,4,89.7451,0,k.a.x.a,,,112.4519,0,0.25,different,1,0,0.25,different,1,0,0.5,same_consonant,2,0
17,calcetin,calcetín,/kalθeˈtin/,sock,/sɒk/,mitjó,/miˈd͡ʒo/,calcetín,/kalθeˈtin/,2.0211893,Spanish,Sounds/spa_calcetin.wav,FALSE,s.A.k,4,3,8.9804,16,k.a.l.T.e.t.i.n,,,2.5,0,0.181818181818181,different,1,0,,,,,,,,
18,camisa,camisa,/kaˈmi.sa/,shirt,/ʃɜːt/,camisa,/kəˈmi.zə/,camisa,/kaˈmi.sa/,3.28465628,Spanish,Sounds/spa_camisa.wav,FALSE,S.36.t,5,3,46.3725,6,k.a.m.i.s.a,,,46.274,0,0,different,0,0,0,different,0,0.285714285714285,0.6,same_consonant,3,0
19,camiseta,camiseta,/ka.mi'se.ta/,t-shirt,/ˈtiːʃɜːt/,samarreta,/sə.məˈrɛ.tə/,camiseta,/ka.mi'se.ta/,2.93449845,Spanish,Sounds/spa_camiseta.wav,FALSE,,,,,,k.a.m.i.s.e.t.a,,,20.649,0,0.307692307692307,different,1,0.153846153846153,0.153846153846153,different,1,0,0.25,different,1,0
20,caracol,caracol,/ka.ɾaˈkol/,snail,/sneɪl/,cargol,/kər.ˈɡɔl/,caracol,/ka.ɾaˈkol/,2,Spanish,Sounds/spa_caracol.wav,FALSE,s.n.eI.l,5,4,1.7647,7,k.a.4.a.k.o.l,,,2.3798,0,0.166666666666666,different,1,0,,,,,,,,
21,cebra,cebra,/ˈθe.bɾa/,zebra,/ˈziːbrə/,zebra,/ˈze.βɾə/,cebra,/ˈθe.bɾa/,1.88081359,Spanish,Sounds/spa_cebra.wav,FALSE,z.i.b.r0.5,5,5,2.5098,0,T.e.B.4.a,,,1.8029,0,0.4,different,2,0.2,0.6,same_consonant,2,0.2,0.4,different,1,0
22,cepillo,cepillo,/θeˈpi.ʎo/,brush,/brʌʃ/,raspall,/rəsˈpaʎ/,cepillo,/θeˈpi.ʎo/,2.5965971,Spanish,Sounds/spa_cepillo.wav,FALSE,b.r0.V.S,5,4,14.1569,2,T.e.p.i.L.o,,,9.4712,0,0,different,0,0,0.2,different,1,0.2,0.333333333333333,different,1,0
23,cerdo,cerdo,/'θeɾ.ðo/,pig,/pɪg/,porc,/ˈpɔrk/,cerdo,/'θeɾ.ðo/,3.221675,Spanish,Sounds/spa_cerdo.wav,FALSE,p.I.g,3,3,39.1373,3,T.E.4.d.o,,,40.024,0,0,different,0,0.25,,,,,0.222222222222222,different,1,0
24,cereza,cereza,/θeˈɾe.θa/,cherry,/ˈʧɛri/,cirera,/siˈɾe.ɾə/,cereza,/θeˈɾe.θa/,2.30535137,Spanish,Sounds/spa_cereza.wav,FALSE,tS.E.r0.i,6,4,13.5882,6,T.E.4.E.T.a,,,4.8317,2,0.2,different,1,0.4,0.2,different,1,0,0.333333333333333,different,2,0.333333333333333
25,cesta,cesta,/'θes.ta/,basket,/ˈbɑːskɪt/,cistella,/sisˈte.ʎə/,cesta,/'θes.ta/,2.1903317,Spanish,Sounds/spa_cesta.wav,FALSE,b.1.s.k.I0.t,6,6,13.1765,0,T.e.s.t.a,,,3.7019,0,0.363636363636363,different,1,0,,,,,,,,
27,chocolate,chocolate,/tʃ͡o.koˈla.te/,chocolate,/ˈʧɒkəlɪt/,xocolata,/ʃu.kuˈɫa.tə/,chocolate,/tʃ͡o.koˈla.te/,3.29247759,Spanish,Sounds/spa_chocolate.wav,FALSE,tS.A.k.l.5.t,9,6,29.3922,0,tS.o.k.o.l.a.t.e,,,47.1154,0,0.533333333333333,same_consonant,1,0,0.4,different,1,0.133333333333333,0.5,different,3,0.375
28,cielo,cielo,/ˈθje.lo/,sky,/skaɪ/,cel,/ˈsɛɫ/,cielo,/ˈθje.lo/,3.78031731,Spanish,Sounds/spa_cielo.wav,FALSE,s.k.aI,3,3,44.8039,0,T.j.e.l.o,,,144.9279,1,0,different,0,0.222222222222222,,,,,,,,
29,coche,coche,/ˈkot͡ʃe/,car,/kɑː/,cotxe,/ˈkɔ.t͡ʃə/,coche,/ˈkot͡ʃe/,3.68232562,Spanish,Sounds/spa_coche.wav,FALSE,k.Ar,3,2,483.0588,2,k.o.tS.e,,,115.649,0,0.333333333333333,same_consonant,1,0,0.333333333333333,same_consonant,1,0,0.5,same_consonant,1,0.25
30,corona,corona,/koˈɾo.na/,crown,/kraʊn/,corona,/kuˈɾo.nə/,corona,/koˈɾo.na/,2.73957234,Spanish,Sounds/spa_corona.wav,FALSE,k.r0.aU.n,5,4,13.6863,4,k.o.4.o.n.a,,,13.1731,7,0.545454545454545,same_consonant,1,0,0.545454545454545,same_consonant,1,0,0.666666666666666,same_consonant,3,0.166666666666666
31,cubo,cubo,/'ku.βo/,bucket,/ˈbʌkɪt/,galleda,/ɡəˈʎɛ.ðə/,cubo,/'ku.βo/,2.5289167,Spanish,Sounds/spa_cubo.wav,FALSE,b.V.k.I0.t,6,5,10.0196,1,k.u.B.o,,,8.101,0,0.222222222222222,different,1,0,0,different,0,0,0,different,0,0.2
32,cuchara,cuchara,/kuˈt͡ʃa.ɾa/,spoon,/spuːn/,cullera,/kuˈʎe.ɾə/,cuchara,/kuˈt͡ʃa.ɾa/,2.46834733,Spanish,Sounds/spa_cuchara.wav,FALSE,s.p.u.n,5,4,7.6078,3,k.u.tS.a.4.a,,,7.0433,5,0.2,different,1,0,,,,,,,,
33,dedo,dedo,/ˈde.ðo/,finger,/ˈfɪŋgə/,dit,/dit/,dedo,/ˈde.ðo/,3.2801229,Spanish,Sounds/spa_dedo.wav,FALSE,f.I.N.g.56,6,5,36.6667,0,d.e.D.o,,,45.7933,0,0,different,0,0.222222222222222,0.25,different,1,0,0.285714285714285,same_consonant,1,0.285714285714285
34,ensalada,ensalada,/ensaˈlada/,salad,/ˈsæləd/,amanida,/ə.məˈni.ðə/,ensalada,/ensaˈlada/,2.98136551,Spanish,Sounds/spa_ensalada.wav,FALSE,s.1.l.5.d,5,5,17.0196,0,E.n.s.a.l.a.D.a,,,23.0048,0,0.615384615384615,different,3,0,0.166666666666666,different,1,0,0.133333333333333,different,1,0
35,esponja,esponja,/esˈpoŋ.xa/,sponge,/spʌnʤ/,esponja,/əsˈpɔn.ʒə/,esponja,/esˈpoŋ.xa/,2.46834733,Spanish,Sounds/spa_esponja.wav,FALSE,s.p.V.n.dZ,6,5,6.7059,0,e.s.p.o.N.x.a,,,7.0433,0,0.333333333333333,different,2,0,0.5,different,2,0.333333333333333,0.285714285714285,different,2,0.142857142857142
36,estrella,estrella,/esˈtɾe.ʎa/,star,/stɑː/,estrella,/esˈtɾe.ʎa/,estrella,/esˈtɾe.ʎa/,3.40500467,Spanish,Sounds/spa_estrella.wav,FALSE,s.t.Ar,4,3,81.3529,3,e.s.t.4.e.L.a,,,61.0577,1,0.4,different,2,0,0.4,different,2,0,1,same_vowel,7,0
37,flor,flor,/flor/,flower,/ˈflaʊə/,flor,/ˈfɫɔ/,flor,/flor/,2.84073324,Spanish,Sounds/spa_flor.wav,FALSE,f.l.aU.56,6,4,22.7647,1,f.l.o.4,,,16.6346,0,0.444444444444444,same_consonant,2,0,0.5,same_consonant,2,0,0.571428571428571,same_consonant,2,0.285714285714285
38,frambuesa,frambuesa,/fɾamˈbwe.sa/,raspberry,/ˈrɑːzbəri/,gerd,/ˈʒɛrt/,frambuesa,/fɾamˈbwe.sa/,1.88081359,Spanish,Sounds/spa_frambuesa.wav,FALSE,r0.1.s.b.E.r0.i,9,7,1.8824,0,f.4.a.m.b.w.e.s.a,,,1.8029,1,0.25,different,1,0,,,,,,,,
39,gafas,gafas,/ga'fas/,glasses,/ˈglɑːsɪz/,ulleres,/uˈʎe.ɾəs/,gafas,/ga'fas/,2.67669361,Spanish,Sounds/spa_gafas.wav,FALSE,g.l.1.s.I0.z,7,6,33.1176,0,g.a.f.a.s,,,11.3942,1,0.363636363636363,same_consonant,1,0,0.166666666666666,different,1,0,0.181818181818181,different,1,0
40,galleta,galleta,/ɡa.'ʎe.ta/,biscuit,/ˈbɪskɪt/,galeta,/ɡəˈɫɛ.tə/,galleta,/ɡa.'ʎe.ta/,2.67209786,Spanish,Sounds/spa_galleta.wav,FALSE,,,,,,g.a.L.e.t.a,,,11.274,0,0.166666666666666,different,1,0,0.166666666666666,different,1,0,0.333333333333333,same_consonant,1,0.166666666666666
41,gallina,gallina,/ɡəˈʎi.na/,cock,/kɒk/,gallina,/ɡəˈʎi.nə/,gallina,/ɡəˈʎi.na/,2.78461729,Spanish,Sounds/spa_gallina.wav,FALSE,k.A.k,4,3,11.3725,16,g.a.L.i.n.a,,,14.6154,2,0,different,0,0.222222222222222,,,,,,,,
42,gato,gato,/'ɡa.to/,cat,/kæt/,gat,/ˈɡat/,gato,/'ɡa.to/,3.35160307,Spanish,Sounds/spa_gato.wav,FALSE,k.1.t,3,3,66.3333,9,g.a.t.o,,,53.9904,1,0.571428571428571,different,2,0.285714285714285,0.666666666666666,different,2,0.333333333333333,0.857142857142857,same_consonant,3,0
43,globo,globo,/ˈɡlo.βo/,balloon,/bəˈluːn/,globus,/ˈˈɡɫɔ.βus/,globo,/ˈɡlo.βo/,2.68574174,Spanish,Sounds/spa_globo.wav,FALSE,b.5.l.u.n,7,5,8.6667,0,g.l.o.B.o,,,11.6346,0,0.2,different,1,0.2,0.363636363636363,different,1,0,0.545454545454545,same_consonant,2,0.363636363636363
44,gorrion,gorrión,/ɡoˈrjon/,sparrow,/ˈspærəʊ/,pardal,/pərˈdaɫ/,gorrión,/ɡoˈrjon/,1.56820172,Spanish,Sounds/spa_gorrion.wav,FALSE,,,,,,g.o.r.r.i.o.n,,,0.86538,4,0.166666666666666,different,1,0.166666666666666,,,,,,,,
45,gorro,gorro,/ˈɡo.ro/,hat,/hæt/,gorro,/ˈɡo.ru/,gorro,/ˈɡo.ro/,2.20951502,Spanish,Sounds/spa_gorro.wav,FALSE,h.1.t,3,3,64.1765,14,g.o.r.r.o,,,3.8702,3,0,different,0,0,,,,,,,,
46,grifo,grifo,/ˈɡɾi.fo/,tap,/tæp/,aixeta,/əˈʃɛ.tə/,grifo,/ˈɡɾi.fo/,1.96378783,Spanish,Sounds/spa_grifo.wav,FALSE,t.1.p,3,3,14.7451,8,g.4.i.f.o,,,2.1875,0,0,different,0,0,0.25,different,1,0,0,different,0,0
47,guitarra,guitarra,/giˈta.ra/,guitar,/gɪˈtɑː/,guitarra,/giˈta.rə/,guitarra,/giˈta.ra/,2.86510398,Spanish,Sounds/spa_guitarra.wav,FALSE,g.I0.t.Ar,6,4,15.5882,0,g.i.t.a.r.r.a,,,17.5962,0,0.6,same_consonant,3,0,0.6,same_consonant,3,0,0.833333333333333,same_consonant,5,0
48,gusano,gusano,/ɡuˈsa.no/,worm,/wɜːm/,cuc,/ˈkuk/,gusano,/ɡuˈsa.no/,2.6242821,Spanish,Sounds/spa_gusano.wav,FALSE,w.36.m,4,3,10.1176,8,g.u.s.a.n.o,,,10.0962,1,0,different,0,0,0,different,0,0,0.222222222222222,different,1,0.222222222222222
49,hormiga,hormiga,/oɾˈmi.ɣa/,ant,/ænt/,formiga,/furˈmi.ɡə/,hormiga,/oɾˈmi.ɣa/,2.04532298,Spanish,Sounds/spa_hormiga.wav,FALSE,1.n.t,3,3,5.3529,9,o.4.m.i.G.a,,,2.6442,0,0.222222222222222,different,1,0,0,different,0,0,0.461538461538461,different,3,0
50,jirafa,jirafa,/xi'ɾa.fa/,giraffe,/ʤɪˈrɑːf/,girafa,/ʒiˈɾa.fə/,jirafa,/xi'ɾa.fa/,1.91907809,Spanish,Sounds/spa_jirafa.wav,FALSE,dZ.I0.r0.1.f,7,5,1.4902,0,x.i.4.a.f.a,,,1.9712,0,0.545454545454545,different,2,0,0.545454545454545,different,2,0.181818181818181,0.666666666666666,different,4,0
51,ladrillo,ladrillo,/laˈdɾi.ʎo/,brick,/brɪk/,maó,/məˈo/,ladrillo,/laˈdɾi.ʎo/,2.35602586,Spanish,Sounds/spa_ladrillo.wav,FALSE,b.r0.I.k,5,4,10.1765,8,l.a.D.4.i.L.o,,,5.4327,0,0.363636363636363,different,2,0,,,,,,,,
52,lapiz,lápiz,/ˈla.piθ/,pencil,/ˈpɛnsl/,llapis,/ˈʎa.pis/,lápiz,/ˈla.piθ/,2.79098848,Spanish,Sounds/spa_lapiz.wav,FALSE,p.E.n.s.l,6,5,9.8627,0,l.a.p.i.T,,,14.8317,1,0.2,different,1,0,,,,,,,,
53,leche,leche,/ˈle.t͡ʃe/,milk,/mɪlk/,llet,/ˈʎet/,leche,/ˈle.t͡ʃe/,3.30059548,Spanish,Sounds/spa_leche.wav,FALSE,m.I.l.k,4,4,42.5294,0,l.e.tS.e,,,48.0048,0,0.25,different,1,0,,,,,,,,
54,lengua,lengua,/ˈleɲ.ɡwa/,tongue,/tʌŋ/,llengua,/ˈʎeŋ.ɡwə/,lengua,/ˈleɲ.ɡwa/,3.22010809,Spanish,Sounds/spa_lengua.wav,FALSE,t.V.N,6,3,31.1569,3,l.E.N.g.w.a,,,39.8798,1,0,different,0,0,,,,,,,,
55,leon,león,/leˈon/,lion,/ˈlaɪən/,lleó,/ʎəˈo/,león,/leˈon/,2.86510398,Spanish,Sounds/spa_leon.wav,FALSE,l.aI.5.n,4,4,15.3529,1,l.e.o.n,,,17.5962,6,0.444444444444444,same_consonant,1,0,0.25,different,1,0,0.285714285714285,different,1,0
56,libro,libro,/ˈli.βɾo/,book,/bʊk/,llibre,/ˈʎi.βɾə/,libro,/ˈli.βɾo/,3.82256034,Spanish,Sounds/spa_libro.wav,FALSE,b.U.k,4,3,176.9804,3,l.i.B.4.o,,,159.7356,11,0,different,0,0,0,different,0,0,0.6,different,3,0
57,loro,loro,/loˈɾo/,parrot,/ˈpærət/,lloro,/ʎoˈɾu/,loro,/loˈɾo/,2.23044892,Spanish,Sounds/spa_loro.wav,FALSE,p.1.r0.5.t,6,5,3.2745,2,l.o.4.o,,,4.0625,1,0.222222222222222,different,1,0,0.222222222222222,different,1,0,0.5,different,2,0.25
58,luna,luna,/'lu.na/,moon,/muːn/,lluna,/ˈʎu.nə/,luna,/'lu.na/,3.43885866,Spanish,Sounds/spa_luna.wav,FALSE,m.u.n,4,3,49.9608,6,l.u.n.a,,,66.0096,1,0.571428571428571,different,2,0,0.571428571428571,different,2,0,0.5,different,2,0
59,mano,mano,/'ma.no/,hand,/hænd/,mà,/ˈma/,mano,/'ma.no/,4.02730883,Spanish,Sounds/spa_mano.wav,FALSE,h.1.n.d,4,4,279.6471,2,m.a.n.o,,,255.9615,0,0.5,different,2,0,,,,,,,,
60,manzana,manzana,/maŋˈθa.na/,apple,/ˈæpl/,poma,/ˈpo.ma/,manzana,/maŋˈθa.na/,2.89762709,Spanish,Sounds/spa_manzana.wav,FALSE,1.p.l,5,3,23.6667,0,m.a.n.T.a.n.a,,,18.9663,0,0.2,different,1,0,0.285714285714285,different,1,0,0.363636363636363,different,2,0
61,mariposa,mariposa,/ma.ɾiˈpo.sa/,butterfly,/ˈbʌtəflaɪ/,papallona,/pə.pəˈʎo.nə/,mariposa,/ma.ɾiˈpo.sa/,2.44715803,Spanish,Sounds/spa_mariposa.wav,FALSE,b.V.t.56.f.l.aI,9,7,5.5098,0,m.a.4.i.p.o.s.a,,,6.7067,0,0.25,different,1,0.125,0.125,different,1,0.125,0.25,different,1,0
62,martillo,martillo,/marˈti.ʎo/,hammer,/ˈhæmə/,martell,/mərˈteʎ/,martillo,/marˈti.ʎo/,2.69722934,Spanish,Sounds/spa_martillo.wav,FALSE,h.1.m.56,6,4,12.4706,0,m.a.4.t.i.L.o,,,11.9471,1,0.181818181818181,different,1,0,,,,,,,,
63,mesa,mesa,/'me.sa/,table,/ˈteɪbl/,taula,/ˈtaw.ɫə/,mesa,/'me.sa/,3.65906007,Spanish,Sounds/spa_mesa.wav,FALSE,t.eI.b.l,5,4,105.6275,1,m.e.s.a,,,109.6154,0,0.222222222222222,different,1,0,,,,,,,,
64,moneda,moneda,/mo'ne.ða/,coin,/kɔɪn/,moneda,/muˈnɛ.ðə/,moneda,/mo'ne.ða/,2.87563994,Spanish,Sounds/spa_moneda.wav,FALSE,k.OI.n,4,3,9.7451,6,m.o.n.e.D.a,,,18.0288,2,0.2,different,1,0.2,0.2,different,1,0,0.5,same_consonant,1,0.333333333333333
65,mono,mono,/'mo.no/,monkey,/ˈmʌŋki/,mico,/ˈmi.ku/,mono,/'mo.no/,3.13956427,Spanish,Sounds/spa_mono.wav,FALSE,m.V.n.k.i,6,5,33.5098,1,m.o.n.o,,,33.125,8,0.222222222222222,same_consonant,1,0,0.444444444444444,same_consonant,1,0,0.25,same_consonant,1,0.25
66,moto,moto,/'mo.to/,motorbike,/ˈməʊtəˌbaɪk/,moto,/ˈmo.tu/,moto,/'mo.to/,2.85369821,Spanish,Sounds/spa_moto.wav,FALSE,m.oU.t.5.b.aI.k,9,7,0.7451,0,m.o.t.o,,,17.1394,0,0.307692307692307,same_consonant,1,0,0.307692307692307,same_consonant,1,0,0.75,same_consonant,3,0.25
67,muneca,muñeca,/mu'ɲe.ka/,doll,/dɒl/,nina,/ˈni.nə/,muñeca,/mu'ɲe.ka/,3.09342169,Spanish,Sounds/spa_muneca.wav,FALSE,d.A.l,4,3,24.7647,5,m.u.J.e.k.a,,,29.7837,0,0,different,0,0,,,,,,,,
