TrialID,Word,FileName,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,trial_fixation.started,trial_fixation.stopped,trial_word.started,trial_word.stopped,trial_sound.started,trial_sound.stopped,trial_response_display.started,trial_response_display.stopped,Code,City,Native language,English proficiency,Spanish proficiency,Catalan proficiency,date,expName,psychopyVersion,frameRate,experiment,
17,cama,Stimuli/Sounds/cama.wav,0,0,0,16,37.655568983000194,38.15660582200144,38.14048264700068,None,38.13999237000026,None,38.14048264700068,None,000,Oxford,English,0 (No idea),0 (No idea),0 (No idea),2020-03-18-2345,TransElicitation,3.2.4,59.73467113516045,Translation elicitation task,
13,bolquer,Stimuli/Sounds/bolquer.wav,0,1,1,12,42.669831857001554,43.170130989001336,43.170130989001336,42.669831857001554,43.169485179000915,None,43.170130989001336,42.669831857001554,000,Oxford,English,0 (No idea),0 (No idea),0 (No idea),2020-03-18-2345,TransElicitation,3.2.4,59.73467113516045,Translation elicitation task,
41,gorra,Stimuli/Sounds/gorra.wav,0,2,2,40,47.698463223001454,48.19973817400023,48.166412924001634,47.698463223001454,48.16753806200104,None,48.166412924001634,47.698463223001454,000,Oxford,English,0 (No idea),0 (No idea),0 (No idea),2020-03-18-2345,TransElicitation,3.2.4,59.73467113516045,Translation elicitation task,
59,pa,Stimuli/Sounds/pa.wav,0,3,3,58,52.695336368000426,53.19620847900114,53.163703666999936,52.695336368000426,53.16313541700147,None,53.163703666999936,52.695336368000426,000,Oxford,English,0 (No idea),0 (No idea),0 (No idea),2020-03-18-2345,TransElicitation,3.2.4,59.73467113516045,Translation elicitation task,
63,peu,Stimuli/Sounds/peu.wav,0,4,4,62,57.69234512300136,58.193339140001626,58.15977691900116,57.69234512300136,58.15963090300029,None,58.15977691900116,57.69234512300136,000,Oxford,English,0 (No idea),0 (No idea),0 (No idea),2020-03-18-2345,TransElicitation,3.2.4,59.73467113516045,Translation elicitation task,
40,globus,Stimuli/Sounds/globus.wav,0,5,5,39,62.68915266900149,63.18972953800039,63.173795067001265,62.68915266900149,63.173104174001494,None,63.173795067001265,62.68915266900149,000,Oxford,English,0 (No idea),0 (No idea),0 (No idea),2020-03-18-2345,TransElicitation,3.2.4,59.73467113516045,Translation elicitation task,
60,papallona,Stimuli/Sounds/papallona.wav,0,6,6,59,67.70264588800092,68.20359928000107,68.17031584800134,67.70264588800092,68.1711551520013,None,68.17031584800134,67.70264588800092,000,Oxford,English,0 (No idea),0 (No idea),0 (No idea),2020-03-18-2345,TransElicitation,3.2.4,59.73467113516045,Translation elicitation task,
53,moto,Stimuli/Sounds/moto.wav,0,7,7,52,72.69840979699984,73.20003165900016,73.16632431300059,72.69840979699984,73.16683753700018,None,73.16632431300059,72.69840979699984,000,Oxford,English,0 (No idea),0 (No idea),0 (No idea),2020-03-18-2345,TransElicitation,3.2.4,59.73467113516045,Translation elicitation task,
