TrialID,Word,FileName,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,welcome_text.started,welcome_text.stopped,trial_fixation.started,trial_fixation.stopped,trial_word.started,trial_word.stopped,trial_sound.started,trial_sound.stopped,trial_response_display.started,trial_response_display.stopped,Code,City,Native language,English proficiency,Spanish proficiency,Catalan proficiency,date,expName,psychopyVersion,frameRate,experiment,
35,galeta,Stimuli/Sounds/galeta.wav,0,0,0,34,17.789826047999668,None,19.528576287999385,20.53032575100042,20.51358751800035,None,20.51367581700033,None,20.51358751800035,None,000,Oxford,English,0 (No idea),0 (No idea),0 (No idea),2020-03-19-0003,TransElicitation,3.2.4,59.78660653464317,Translation Elicitation task,
