TrialID,Word,FileName,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,welcome_text.started,welcome_text.stopped,trial_fixation.started,trial_fixation.stopped,trial_word.started,trial_word.stopped,trial_sound.started,trial_sound.stopped,trial_response_display.started,trial_response_display.stopped,Code,City,Native language,English proficiency,Spanish proficiency,Catalan proficiency,date,expName,psychopyVersion,frameRate,experiment,
60,papallona,Stimuli/Sounds/papallona.wav,0,0,0,59,15.892592135000086,None,21.556553518999863,22.559297403000528,22.52589402800004,None,22.52735132699927,None,22.52589402800004,None,000,Oxford,English,0 (No idea),0 (No idea),0 (No idea),2020-03-18-2354,TransElicitation,3.2.4,59.90579705571042,Translation elicitation task,
