"trial_id","group","word1","word2","phon_trace","frequency","pthn","lv","consonant_ratio","vowel_ratio","onset","overlap_stress"
105,"SPA-CAT","aigua","agua",NA,249.9279,0,0.8,0.573333333333333,0.4,"Same",1
106,"SPA-CAT","aixeta","grifo",NA,2.1875,3,0,0.293333333333333,0.266666666666666,"Different",0
107,"SPA-CAT","amanida","ensalada",NA,23.0048,0,0,0.133333333333333,0.111111111111111,"Different",0
108,"SPA-CAT","ampolla","botella",NA,43.0769,0,0.166666666666667,0.166666666666666,0.25,"Different",0
109,"SPA-CAT","berenar","merienda",NA,1.5625,0,0.375,0.419047619047619,0.261904761904761,"Different",1
110,"SPA-CAT","biberó","biberón",NA,1.8029,1,0.714285714285714,0.461538461538461,0.435897435897435,"Same",1
111,"SPA-CAT","bici","bici",NA,5.1923,1,0.75,0.483333333333333,0.5,"Same",1
112,"SPA-CAT","boca","boca",NA,137.9808,0,0.75,0.5,0.375,"Same",1
113,"SPA-CAT","bol","bol",NA,1.4663,10,0.333333333333333,0.666666666666666,0.277777777777777,"Same",1
114,"SPA-CAT","bolet","seta",NA,NA,NA,0,0.355555555555555,0.074074074074074,"Different",0
115,"SPA-CAT","bolquer","pañal",NA,3.9183,0,0,0.386666666666666,0,"Different",0
116,"SPA-CAT","botó","botón",NA,22.2356,0,0.6,0.444444444444444,0.407407407407407,"Same",1
117,"SPA-CAT","bou","toro",NA,11.7788,8,0.25,0.209523809523809,0.285714285714285,"Different",1
118,"SPA-CAT","caixa","caja",NA,112.4519,4,0.5,0.466666666666666,0.375,"Same",1
119,"SPA-CAT","cama","pierna",NA,51.5144,1,0,0.12,0.2,"Different",0
120,"SPA-CAT","camisa","camisa",NA,46.274,0,0.5,0.4,0.333333333333333,"Same",1
121,"SPA-CAT","casa","casa",NA,1378.2933,0,0.5,0.483333333333333,0.375,"Same",1
122,"SPA-CAT","cavall","caballo",NA,62.1635,1,0.666666666666667,0.545454545454545,0.272727272727272,"Same",1
123,"SPA-CAT","cirera","cereza",NA,4.8317,0,0.333333333333333,0.444444444444444,0.388888888888888,"Different",1
124,"SPA-CAT","colom","paloma",NA,6.1298,0,0.5,0.472727272727272,0.181818181818181,"Different",1
125,"SPA-CAT","corona","corona",NA,13.1731,0,0.666666666666667,0.5,0.388888888888888,"Same",1
126,"SPA-CAT","cotxe","coche",NA,115.649,1,0.5,0.5,0.416666666666666,"Same",1
127,"SPA-CAT","cuc","gusano",NA,10.0962,0,0.166666666666667,0.355555555555555,0.222222222222222,"Different",0
128,"SPA-CAT","dit","dedo",NA,45.7933,5,0.25,0.495238095238095,0.238095238095238,"Same",1
129,"SPA-CAT","entrepà","bocadillo",NA,4.6875,1,0,0.106666666666666,0.133333333333333,"Different",0
130,"SPA-CAT","esponja","esponja",NA,7.0433,0,0.285714285714286,0.514285714285714,0.309523809523809,"Different",1
131,"SPA-CAT","estrella","estrella",NA,61.0577,0,0.714285714285714,0.571428571428571,0.380952380952381,"Different",1
132,"SPA-CAT","estruç","avestruz",NA,0.84135,0,0.5,0.561904761904761,0.214285714285714,"Different",1
133,"SPA-CAT","flor","flor",NA,16.6346,1,0.25,0.571428571428571,0.238095238095238,"Same",1
134,"SPA-CAT","formiga","hormiga",NA,2.6442,1,0.285714285714286,0.441025641025641,0.23076923076923,"Different",1
135,"SPA-CAT","forquilla","tenedor",NA,5.9856,0,0,0.247619047619047,0.0476190476190476,"Different",0
136,"SPA-CAT","fulla","hoja",NA,13.2212,8,0,0,0,"Different",0
137,"SPA-CAT","galeta","galleta",NA,11.274,1,0.333333333333333,0.466666666666666,0.305555555555555,"Same",0
138,"SPA-CAT","galleda","cubo",NA,8.101,7,0,0.266666666666666,0.166666666666666,"Different",0
139,"SPA-CAT","gat","gato",NA,53.9904,2,0.75,0.571428571428571,0.285714285714285,"Same",1
140,"SPA-CAT","gerd","césped",NA,14.2548,0,0,0.48,0.166666666666666,"Different",0
141,"SPA-CAT","girafa","jirafa",NA,1.9712,0,0.666666666666667,0.466666666666666,0.416666666666666,"Different",1
142,"SPA-CAT","globus","globo",NA,11.6346,1,0.333333333333333,0.545454545454545,0.303030303030303,"Same",1
143,"SPA-CAT","gorra","gorra",NA,8.75,2,0.75,0.5,0.375,"Same",1
144,"SPA-CAT","got","vaso",NA,26.0577,8,0,0.419047619047619,0.0952380952380952,"Different",0
145,"SPA-CAT","guitarra","guitarra",NA,17.5962,0,0.833333333333333,0.5,0.416666666666666,"Same",1
146,"SPA-CAT","lleó","león",NA,17.5962,1,0.25,0.228571428571428,0.523809523809523,"Different",1
147,"SPA-CAT","llibre","libro",NA,159.7356,0,0.6,0.559999999999999,0.333333333333333,"Different",1
148,"SPA-CAT","lloro","loro",NA,4.0625,11,0.5,0.45,0.458333333333333,"Different",1
149,"SPA-CAT","lluna","luna",NA,66.0096,1,0.5,0.45,0.375,"Different",1
150,"SPA-CAT","ma","mano",NA,255.9615,1,0.5,0.333333333333333,0.333333333333333,"Same",1
151,"SPA-CAT","mico","mono",NA,33.125,2,0.25,0.416666666666666,0.291666666666666,"Same",1
152,"SPA-CAT","mirall","espejo",NA,28.2212,0,0,0.218181818181818,0.121212121212121,"Different",0
153,"SPA-CAT","moneda","moneda",NA,18.0288,0,0.5,0.5,0.361111111111111,"Same",1
154,"SPA-CAT","moto","moto",NA,17.1394,8,0.75,0.5,0.458333333333333,"Same",1
155,"SPA-CAT","mussol","búho",NA,2.0673,4,0.2,0.233333333333333,0.25,"Different",0
156,"SPA-CAT","nas","nariz",NA,53.8702,0,0.4,0.45,0.25,"Same",0
157,"SPA-CAT","orella","oreja",NA,15.6731,0,0.2,0.346666666666666,0.433333333333333,"Different",1
158,"SPA-CAT","ovella","oveja",NA,6.3221,1,0.2,0.346666666666666,0.433333333333333,"Different",1
159,"SPA-CAT","pa","pan",NA,48.2452,8,0.666666666666667,0.4,0.4,"Same",1
160,"SPA-CAT","papallona","mariposa",NA,6.7067,0,0.125,0.216666666666666,0.1875,"Different",1
161,"SPA-CAT","patata","patata",NA,2.7163,2,0.666666666666667,0.5,0.333333333333333,"Same",1
162,"SPA-CAT","pernil","jamón",NA,8.6058,2,0,0.351515151515151,0.0909090909090909,"Different",0
163,"SPA-CAT","peu","pie",NA,103.4135,0,0.333333333333333,0.333333333333333,0,"Same",1
164,"SPA-CAT","planta","planta",NA,26.6587,2,0.666666666666667,0.666666666666666,0.25,"Same",1
165,"SPA-CAT","plat","plato",NA,27.7644,1,0.6,0.666666666666666,0.222222222222222,"Same",1
166,"SPA-CAT","ploma","pluma",NA,10.9615,0,0.6,0.6,0.266666666666666,"Same",1
167,"SPA-CAT","pollastre","pollo",NA,47.2837,2,0.25,0.307692307692307,0.179487179487179,"Same",1
168,"SPA-CAT","poma","manzana",NA,18.9663,0,0.142857142857143,0.181818181818181,0.181818181818181,"Different",0
169,"SPA-CAT","porc","cerdo",NA,40.024,0,0,0.503703703703703,0.074074074074074,"Different",1
170,"SPA-CAT","porta","puerta",NA,328.8702,0,0.5,0.545454545454545,0.0909090909090909,"Same",1
