TrialID,Word,FileName,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,trial_fixation.started,trial_fixation.stopped,trial_word.started,trial_word.stopped,trial_sound.started,trial_sound.stopped,trial_response_display.started,trial_response_display.stopped,Code,City,Native language,English proficiency,Spanish proficiency,Catalan proficiency,date,expName,psychopyVersion,frameRate,experiment,
6,arbre,Stimuli/Sounds/arbre.wav,0,0,0,5,31.828309870999874,32.33059866599979,32.3128356799989,None,32.31293943679903,None,32.3128356799989,None,000,Oxford,English,0 (No idea),0 (No idea),0 (No idea),2020-03-18-2339,TransElicitation,3.2.4,59.80493293462416,Translation elicitation task,
